year,event,award,team,qual_rank,n_teams,rank_pct
2024,2024mndu,Regional FIRST Impact Award,8298,50,55,90.9
2024,2024mndu,Regional Engineering Inspiration Award,5914,30,55,54.5
2024,2024mndu,Woodie Flowers Finalist Award,2847,8,55,14.5
2024,2024mndu,FIRST Dean's List Finalist Award,2239,52,55,94.5
2024,2024mndu,FIRST Dean's List Finalist Award,6421,32,55,58.2
2024,2024mndu,Regional Winners,1732,1,55,1.8
2024,2024mndu,Regional Winners,2052,4,55,7.3
2024,2024mndu,Regional Winners,6217,46,55,83.6
2024,2024mndu,Regional Winners,7915,14,55,25.5
2024,2024mndu,Regional Finalists,6381,9,55,16.4
2024,2024mndu,Regional Finalists,2531,18,55,32.7
2024,2024mndu,Regional Finalists,5903,13,55,23.6
2024,2024mndu,Autonomous Award,2823,6,55,10.9
2024,2024mndu,Creativity Award sponsored by Rockwell Automation,5348,12,55,21.8
2024,2024mndu,Excellence in Engineering Award,1732,1,55,1.8
2024,2024mndu,Gracious Professionalism Award,5653,28,55,50.9
2024,2024mndu,Imagery Award in honor of Jack Kamen,3291,37,55,67.3
2024,2024mndu,Industrial Design Award sponsored by General Motors,1816,2,55,3.6
2024,2024mndu,Innovation in Control Award,4009,21,55,38.2
2024,2024mndu,Judges' Award,6421,32,55,58.2
2024,2024mndu,Quality Award,2052,4,55,7.3
2024,2024mndu,Rookie Inspiration Award,9532,53,55,96.4
2024,2024mndu,Team Spirit Award,2526,43,55,78.2
2024,2024mndu,Team Sustainability Award sponsored by Dow,2531,18,55,32.7
2024,2024mndu2,Regional FIRST Impact Award,6574,55,55,100.0
2024,2024mndu2,Regional Engineering Inspiration Award,1792,18,55,32.7
2024,2024mndu2,Woodie Flowers Finalist Award,2129,13,55,23.6
2024,2024mndu2,Volunteer of the Year,2512,34,55,61.8
2024,2024mndu2,FIRST Dean's List Finalist Award,5271,38,55,69.1
2024,2024mndu2,FIRST Dean's List Finalist Award,6045,19,55,34.5
2024,2024mndu2,Regional Winners,4230,3,55,5.5
2024,2024mndu2,Regional Winners,6147,6,55,10.9
2024,2024mndu2,Regional Winners,5232,17,55,30.9
2024,2024mndu2,Regional Finalists,2491,2,55,3.6
2024,2024mndu2,Regional Finalists,2129,13,55,23.6
2024,2024mndu2,Regional Finalists,6758,49,55,89.1
2024,2024mndu2,Autonomous Award,6147,6,55,10.9
2024,2024mndu2,Creativity Award sponsored by Rockwell Automation,8122,11,55,20.0
2024,2024mndu2,Excellence in Engineering Award,2039,30,55,54.5
2024,2024mndu2,Gracious Professionalism Award,3130,29,55,52.7
2024,2024mndu2,Imagery Award in honor of Jack Kamen,7619,40,55,72.7
2024,2024mndu2,Industrial Design Award sponsored by General Motors,4786,12,55,21.8
2024,2024mndu2,Innovation in Control Award,3206,21,55,38.2
2024,2024mndu2,Judges' Award,1714,1,55,1.8
2024,2024mndu2,Quality Award,2129,13,55,23.6
2024,2024mndu2,Team Spirit Award,2491,2,55,3.6
2024,2024mndu2,Team Sustainability Award sponsored by Dow,2062,7,55,12.7
2024,2024mnmi,Regional FIRST Impact Award,2472,16,62,25.8
2024,2024mnmi,Regional Engineering Inspiration Award,5996,43,62,69.4
2024,2024mnmi,Woodie Flowers Finalist Award,2052,8,62,12.9
2024,2024mnmi,FIRST Dean's List Finalist Award,2502,2,62,3.2
2024,2024mnmi,FIRST Dean's List Finalist Award,2491,14,62,22.6
2024,2024mnmi,Regional Winners,2530,1,62,1.6
2024,2024mnmi,Regional Winners,2052,8,62,12.9
2024,2024mnmi,Regional Winners,3018,29,62,46.8
2024,2024mnmi,Regional Winners,2169,20,62,32.3
2024,2024mnmi,Regional Finalists,3926,4,62,6.5
2024,2024mnmi,Regional Finalists,3630,6,62,9.7
2024,2024mnmi,Regional Finalists,5434,21,62,33.9
2024,2024mnmi,Autonomous Award,2207,17,62,27.4
2024,2024mnmi,Creativity Award sponsored by Rockwell Automation,2530,1,62,1.6
2024,2024mnmi,Excellence in Engineering Award,2823,5,62,8.1
2024,2024mnmi,Gracious Professionalism Award,2177,51,62,82.3
2024,2024mnmi,Imagery Award in honor of Jack Kamen,2450,23,62,37.1
2024,2024mnmi,Industrial Design Award sponsored by General Motors,2491,14,62,22.6
2024,2024mnmi,Innovation in Control Award,2502,2,62,3.2
2024,2024mnmi,Judges' Award,2470,10,62,16.1
2024,2024mnmi,Quality Award,3926,4,62,6.5
2024,2024mnmi,Team Spirit Award,2175,18,62,29.0
2024,2024mnmi,Team Sustainability Award sponsored by Dow,2511,60,62,96.8
2024,2024mnmi,Wildcard,3018,29,62,46.8
2024,2024mnmi2,Regional FIRST Impact Award,2883,34,54,63.0
2024,2024mnmi2,Regional Engineering Inspiration Award,1816,5,54,9.3
2024,2024mnmi2,Woodie Flowers Finalist Award,2667,27,54,50.0
2024,2024mnmi2,FIRST Dean's List Finalist Award,9535,6,54,11.1
2024,2024mnmi2,FIRST Dean's List Finalist Award,9535,6,54,11.1
2024,2024mnmi2,Regional Winners,3276,1,54,1.9
2024,2024mnmi2,Regional Winners,7028,3,54,5.6
2024,2024mnmi2,Regional Winners,6045,30,54,55.6
2024,2024mnmi2,Regional Finalists,1816,5,54,9.3
2024,2024mnmi2,Regional Finalists,876,9,54,16.7
2024,2024mnmi2,Regional Finalists,8188,18,54,33.3
2024,2024mnmi2,Autonomous Award,876,9,54,16.7
2024,2024mnmi2,Creativity Award sponsored by Rockwell Automation,7257,4,54,7.4
2024,2024mnmi2,Excellence in Engineering Award,4607,10,54,18.5
2024,2024mnmi2,Gracious Professionalism Award,4536,41,54,75.9
2024,2024mnmi2,Imagery Award in honor of Jack Kamen,3058,16,54,29.6
2024,2024mnmi2,Industrial Design Award sponsored by General Motors,6175,43,54,79.6
2024,2024mnmi2,Innovation in Control Award,8188,18,54,33.3
2024,2024mnmi2,Judges' Award,4674,35,54,64.8
2024,2024mnmi2,Quality Award,2667,27,54,50.0
2024,2024mnmi2,Rookie Inspiration Award,9535,6,54,11.1
2024,2024mnmi2,Team Spirit Award,3297,11,54,20.4
2024,2024mnmi2,Team Sustainability Award sponsored by Dow,7028,3,54,5.6
2024,2024mnmi2,Wildcard,6045,30,54,55.6
2024,2024mnmi2,Wildcard,8188,18,54,33.3
2024,2024mokc,Regional FIRST Impact Award,1108,8,42,19.0
2024,2024mokc,Regional Engineering Inspiration Award,7531,24,42,57.1
2024,2024mokc,Rookie All Star Award,9410,9,42,21.4
2024,2024mokc,Woodie Flowers Finalist Award,1108,8,42,19.0
2024,2024mokc,FIRST Dean's List Finalist Award,1108,8,42,19.0
2024,2024mokc,FIRST Dean's List Finalist Award,1730,1,42,2.4
2024,2024mokc,Regional Winners,4766,3,42,7.1
2024,2024mokc,Regional Winners,5809,6,42,14.3
2024,2024mokc,Regional Winners,5126,30,42,71.4
2024,2024mokc,Regional Finalists,1764,7,42,16.7
2024,2024mokc,Regional Finalists,5801,13,42,31.0
2024,2024mokc,Regional Finalists,8825,18,42,42.9
2024,2024mokc,Autonomous Award,4766,3,42,7.1
2024,2024mokc,Creativity Award sponsored by Rockwell Automation,5454,19,42,45.2
2024,2024mokc,Excellence in Engineering Award,4522,5,42,11.9
2024,2024mokc,Gracious Professionalism Award,1987,4,42,9.5
2024,2024mokc,Imagery Award in honor of Jack Kamen,1997,21,42,50.0
2024,2024mokc,Industrial Design Award sponsored by General Motors,1764,7,42,16.7
2024,2024mokc,Innovation in Control Award,9316,36,42,85.7
2024,2024mokc,Judges' Award,1939,16,42,38.1
2024,2024mokc,Quality Award,1730,1,42,2.4
2024,2024mokc,Rookie Inspiration Award,9626,38,42,90.5
2024,2024mokc,Team Spirit Award,5126,30,42,71.4
2024,2024mokc,Team Sustainability Award sponsored by Dow,2357,2,42,4.8
2024,2024mokc,Wildcard,5126,30,42,71.4
2024,2024mose,Regional FIRST Impact Award,4593,17,36,47.2
2024,2024mose,Regional Engineering Inspiration Award,3928,11,36,30.6
2024,2024mose,Rookie All Star Award,9428,26,36,72.2
2024,2024mose,Woodie Flowers Finalist Award,2502,23,36,63.9
2024,2024mose,FIRST Dean's List Finalist Award,5968,29,36,80.6
2024,2024mose,FIRST Dean's List Finalist Award,3928,11,36,30.6
2024,2024mose,Regional Winners,1706,1,36,2.8
2024,2024mose,Regional Winners,4522,2,36,5.6
2024,2024mose,Regional Winners,1982,19,36,52.8
2024,2024mose,Regional Finalists,1987,4,36,11.1
2024,2024mose,Regional Finalists,4646,12,36,33.3
2024,2024mose,Regional Finalists,7662,35,36,97.2
2024,2024mose,Autonomous Award,4646,12,36,33.3
2024,2024mose,Creativity Award sponsored by Rockwell Automation,3729,13,36,36.1
2024,2024mose,Excellence in Engineering Award,1706,1,36,2.8
2024,2024mose,Gracious Professionalism Award,4522,2,36,5.6
2024,2024mose,Imagery Award in honor of Jack Kamen,167,24,36,66.7
2024,2024mose,Industrial Design Award sponsored by General Motors,5801,5,36,13.9
2024,2024mose,Innovation in Control Award,1987,4,36,11.1
2024,2024mose,Judges' Award,5312,36,36,100.0
2024,2024mose,Quality Award,9126,8,36,22.2
2024,2024mose,Team Spirit Award,4766,6,36,16.7
2024,2024mose,Team Sustainability Award sponsored by Dow,5968,29,36,80.6
2024,2024mosl,Regional FIRST Impact Award,3284,23,46,50.0
2024,2024mosl,Regional Engineering Inspiration Award,4329,9,46,19.6
2024,2024mosl,Rookie All Star Award,9401,12,46,26.1
2024,2024mosl,Woodie Flowers Finalist Award,4187,25,46,54.3
2024,2024mosl,FIRST Dean's List Finalist Award,4931,26,46,56.5
2024,2024mosl,FIRST Dean's List Finalist Award,4187,25,46,54.3
2024,2024mosl,Regional Winners,1706,1,46,2.2
2024,2024mosl,Regional Winners,1756,2,46,4.3
2024,2024mosl,Regional Winners,1288,22,46,47.8
2024,2024mosl,Regional Finalists,1732,4,46,8.7
2024,2024mosl,Regional Finalists,3937,6,46,13.0
2024,2024mosl,Regional Finalists,2531,33,46,71.7
2024,2024mosl,Autonomous Award,1706,1,46,2.2
2024,2024mosl,Creativity Award sponsored by Rockwell Automation,1732,4,46,8.7
2024,2024mosl,Excellence in Engineering Award,4256,19,46,41.3
2024,2024mosl,Gracious Professionalism Award,4931,26,46,56.5
2024,2024mosl,Imagery Award in honor of Jack Kamen,7472,21,46,45.7
2024,2024mosl,Industrial Design Award sponsored by General Motors,931,7,46,15.2
2024,2024mosl,Innovation in Control Award,1756,2,46,4.3
2024,2024mosl,Judges' Award,6237,37,46,80.4
2024,2024mosl,Quality Award,3937,6,46,13.0
2024,2024mosl,Rookie Inspiration Award,9428,32,46,69.6
2024,2024mosl,Team Spirit Award,3814,15,46,32.6
2024,2024mosl,Team Sustainability Award sponsored by Dow,7417,17,46,37.0
2024,2024mosl,Wildcard,1288,22,46,47.8
2024,2024mosl,Wildcard,9401,12,46,26.1
2024,2024mosl,Wildcard,2531,33,46,71.7
2024,2024mrcmp,Regional FIRST Impact Award,316,5,60,8.3
2024,2024mrcmp,Regional FIRST Impact Award,1676,1,60,1.7
2024,2024mrcmp,Regional Engineering Inspiration Award,9015,58,60,96.7
2024,2024mrcmp,Regional Engineering Inspiration Award,1923,6,60,10.0
2024,2024mrcmp,District Championship Rookie All Star Award,9416,,60,
2024,2024mrcmp,Woodie Flowers Finalist Award,1218,23,60,38.3
2024,2024mrcmp,Woodie Flowers Finalist Award,433,,60,
2024,2024mrcmp,Volunteer of the Year,1218,23,60,38.3
2024,2024mrcmp,FIRST Dean's List Finalist Award,9015,58,60,96.7
2024,2024mrcmp,FIRST Dean's List Finalist Award,321,48,60,80.0
2024,2024mrcmp,FIRST Dean's List Finalist Award,5401,31,60,51.7
2024,2024mrcmp,FIRST Dean's List Finalist Award,433,,60,
2024,2024mrcmp,District Championship Winner,1640,2,60,3.3
2024,2024mrcmp,District Championship Winner,5895,9,60,15.0
2024,2024mrcmp,District Championship Winner,4285,40,60,66.7
2024,2024mrcmp,District Championship Finalist,1923,6,60,10.0
2024,2024mrcmp,District Championship Finalist,1391,22,60,36.7
2024,2024mrcmp,District Championship Finalist,4342,12,60,20.0
2024,2024mrcmp,Autonomous Award,3314,11,60,18.3
2024,2024mrcmp,Creativity Award sponsored by Rockwell Automation,2539,16,60,26.7
2024,2024mrcmp,Excellence in Engineering Award,1403,7,60,11.7
2024,2024mrcmp,Gracious Professionalism Award,11,46,60,76.7
2024,2024mrcmp,Imagery Award in honor of Jack Kamen,321,48,60,80.0
2024,2024mrcmp,Industrial Design Award sponsored by General Motors,8513,21,60,35.0
2024,2024mrcmp,Innovation in Control Award,1089,36,60,60.0
2024,2024mrcmp,Judges' Award,6226,34,60,56.7
2024,2024mrcmp,Quality Award,1218,23,60,38.3
2024,2024mrcmp,Team Spirit Award,5401,31,60,51.7
2024,2024mrcmp,Team Sustainability Award sponsored by Dow,341,17,60,28.3
2024,2024mslr,Regional FIRST Impact Award,34,33,37,89.2
2024,2024mslr,Regional Engineering Inspiration Award,2987,5,37,13.5
2024,2024mslr,Rookie All Star Award,9717,22,37,59.5
2024,2024mslr,Woodie Flowers Finalist Award,1927,27,37,73.0
2024,2024mslr,FIRST Dean's List Finalist Award,2992,4,37,10.8
2024,2024mslr,FIRST Dean's List Finalist Award,7094,19,37,51.4
2024,2024mslr,Regional Winners,8044,1,37,2.7
2024,2024mslr,Regional Winners,2992,4,37,10.8
2024,2024mslr,Regional Winners,1912,28,37,75.7
2024,2024mslr,Regional Finalists,4107,9,37,24.3
2024,2024mslr,Regional Finalists,1622,17,37,45.9
2024,2024mslr,Regional Finalists,7094,19,37,51.4
2024,2024mslr,Autonomous Award,8044,1,37,2.7
2024,2024mslr,Creativity Award sponsored by Rockwell Automation,1466,10,37,27.0
2024,2024mslr,Excellence in Engineering Award,4336,11,37,29.7
2024,2024mslr,Gracious Professionalism Award,4400,2,37,5.4
2024,2024mslr,Imagery Award in honor of Jack Kamen,7094,19,37,51.4
2024,2024mslr,Industrial Design Award sponsored by General Motors,8808,8,37,21.6
2024,2024mslr,Innovation in Control Award,2183,18,37,48.6
2024,2024mslr,Judges' Award,1622,17,37,45.9
2024,2024mslr,Quality Award,456,7,37,18.9
2024,2024mslr,Rookie Inspiration Award,9712,30,37,81.1
2024,2024mslr,Team Spirit Award,4013,6,37,16.2
2024,2024mslr,Team Sustainability Award sponsored by Dow,1912,28,37,75.7
2024,2024mttd,Winner,1678,1,31,3.2
2024,2024mttd,Winner,1323,4,31,12.9
2024,2024mttd,Winner,254,9,31,29.0
2024,2024mttd,Winner,114,23,31,74.2
2024,2024mttd,Finalist,5940,2,31,6.5
2024,2024mttd,Finalist,4414,3,31,9.7
2024,2024mttd,Finalist,5817,33,31,106.5
2024,2024mttd,Finalist,2813,38,31,122.6
2024,2024mxmo,Regional FIRST Impact Award,4400,12,44,27.3
2024,2024mxmo,Regional Engineering Inspiration Award,4735,27,44,61.4
2024,2024mxmo,Woodie Flowers Finalist Award,6832,38,44,86.4
2024,2024mxmo,FIRST Dean's List Finalist Award,3794,35,44,79.5
2024,2024mxmo,FIRST Dean's List Finalist Award,6106,22,44,50.0
2024,2024mxmo,Regional Winners,7421,2,44,4.5
2024,2024mxmo,Regional Winners,4403,4,44,9.1
2024,2024mxmo,Regional Winners,3472,34,44,77.3
2024,2024mxmo,Regional Finalists,3478,1,44,2.3
2024,2024mxmo,Regional Finalists,4635,3,44,6.8
2024,2024mxmo,Regional Finalists,4782,30,44,68.2
2024,2024mxmo,Autonomous Award,5948,8,44,18.2
2024,2024mxmo,Creativity Award sponsored by Rockwell Automation,3794,35,44,79.5
2024,2024mxmo,Excellence in Engineering Award,4403,4,44,9.1
2024,2024mxmo,Gracious Professionalism Award,4775,29,44,65.9
2024,2024mxmo,Imagery Award in honor of Jack Kamen,6652,28,44,63.6
2024,2024mxmo,Industrial Design Award sponsored by General Motors,7421,2,44,4.5
2024,2024mxmo,Innovation in Control Award,4635,3,44,6.8
2024,2024mxmo,Judges' Award,3478,1,44,2.3
2024,2024mxmo,Quality Award,6647,7,44,15.9
2024,2024mxmo,Team Spirit Award,5959,10,44,22.7
2024,2024mxmo,Team Sustainability Award sponsored by Dow,4010,44,44,100.0
2024,2024mxpu,Regional FIRST Impact Award,5705,13,29,44.8
2024,2024mxpu,Regional Engineering Inspiration Award,9134,21,29,72.4
2024,2024mxpu,Rookie All Star Award,9593,7,29,24.1
2024,2024mxpu,Woodie Flowers Finalist Award,4735,24,29,82.8
2024,2024mxpu,FIRST Dean's List Finalist Award,6606,29,29,100.0
2024,2024mxpu,FIRST Dean's List Finalist Award,9280,11,29,37.9
2024,2024mxpu,Regional Winners,6647,4,29,13.8
2024,2024mxpu,Regional Winners,7102,5,29,17.2
2024,2024mxpu,Regional Winners,9282,28,29,96.6
2024,2024mxpu,Regional Finalists,3478,1,29,3.4
2024,2024mxpu,Regional Finalists,6017,2,29,6.9
2024,2024mxpu,Regional Finalists,4735,24,29,82.8
2024,2024mxpu,Autonomous Award,7102,5,29,17.2
2024,2024mxpu,Creativity Award sponsored by Rockwell Automation,3472,8,29,27.6
2024,2024mxpu,Excellence in Engineering Award,6702,3,29,10.3
2024,2024mxpu,Gracious Professionalism Award,5887,18,29,62.1
2024,2024mxpu,Imagery Award in honor of Jack Kamen,6606,29,29,100.0
2024,2024mxpu,Industrial Design Award sponsored by General Motors,6017,2,29,6.9
2024,2024mxpu,Innovation in Control Award,3478,1,29,3.4
2024,2024mxpu,Judges' Award,4782,12,29,41.4
2024,2024mxpu,Quality Award,5948,10,29,34.5
2024,2024mxpu,Rookie Inspiration Award,9702,22,29,75.9
2024,2024mxpu,Team Spirit Award,6694,6,29,20.7
2024,2024mxpu,Team Sustainability Award sponsored by Dow,6647,4,29,13.8
2024,2024mxto,Regional FIRST Impact Award,9120,16,41,39.0
2024,2024mxto,Regional Engineering Inspiration Award,3354,8,41,19.5
2024,2024mxto,Rookie All Star Award,9499,15,41,36.6
2024,2024mxto,Woodie Flowers Finalist Award,9134,11,41,26.8
2024,2024mxto,FIRST Dean's List Finalist Award,3354,8,41,19.5
2024,2024mxto,FIRST Dean's List Finalist Award,9134,11,41,26.8
2024,2024mxto,Regional Winners,4400,1,41,2.4
2024,2024mxto,Regional Winners,4635,2,41,4.9
2024,2024mxto,Regional Winners,3480,28,41,68.3
2024,2024mxto,Regional Finalists,4403,3,41,7.3
2024,2024mxto,Regional Finalists,5705,5,41,12.2
2024,2024mxto,Regional Finalists,5526,17,41,41.5
2024,2024mxto,Autonomous Award,4635,2,41,4.9
2024,2024mxto,Creativity Award sponsored by Rockwell Automation,6170,6,41,14.6
2024,2024mxto,Excellence in Engineering Award,4603,4,41,9.8
2024,2024mxto,Gracious Professionalism Award,7018,31,41,75.6
2024,2024mxto,Imagery Award in honor of Jack Kamen,7687,27,41,65.9
2024,2024mxto,Industrial Design Award sponsored by General Motors,4403,3,41,7.3
2024,2024mxto,Innovation in Control Award,4400,1,41,2.4
2024,2024mxto,Judges' Award,6200,14,41,34.1
2024,2024mxto,Quality Award,5705,5,41,12.2
2024,2024mxto,Rookie Inspiration Award,9513,30,41,73.2
2024,2024mxto,Team Spirit Award,7546,23,41,56.1
2024,2024mxto,Team Sustainability Award sponsored by Dow,9134,11,41,26.8
2024,2024mxto,Wildcard,3480,28,41,68.3
2024,2024ncash,District FIRST Impact Award,3506,4,28,14.3
2024,2024ncash,District Engineering Inspiration Award,8429,8,28,28.6
2024,2024ncash,Rookie All Star Award,9496,5,28,17.9
2024,2024ncash,District Championship Dean's List Semi-Finalist,3506,4,28,14.3
2024,2024ncash,District Championship Dean's List Semi-Finalist,8429,8,28,28.6
2024,2024ncash,District Event Winner,8727,2,28,7.1
2024,2024ncash,District Event Winner,9496,5,28,17.9
2024,2024ncash,District Event Winner,9297,28,28,100.0
2024,2024ncash,District Event Finalist,3506,4,28,14.3
2024,2024ncash,District Event Finalist,587,9,28,32.1
2024,2024ncash,District Event Finalist,6932,26,28,92.9
2024,2024ncash,Autonomous Award,7763,1,28,3.6
2024,2024ncash,Creativity Award sponsored by Rockwell Automation,9150,11,28,39.3
2024,2024ncash,Excellence in Engineering Award,4795,3,28,10.7
2024,2024ncash,Gracious Professionalism Award,7890,13,28,46.4
2024,2024ncash,Imagery Award in honor of Jack Kamen,1225,19,28,67.9
2024,2024ncash,Industrial Design Award sponsored by General Motors,587,9,28,32.1
2024,2024ncash,Innovation in Control Award,900,6,28,21.4
2024,2024ncash,Judges' Award,6932,26,28,92.9
2024,2024ncash,Quality Award,4290,20,28,71.4
2024,2024ncash,Rookie Inspiration Award,9789,17,28,60.7
2024,2024ncash,Team Spirit Award,9607,16,28,57.1
2024,2024ncash,Team Sustainability Award sponsored by Dow,8727,2,28,7.1
2024,2024nccmp,Regional FIRST Impact Award,3506,12,40,30.0
2024,2024nccmp,Regional Engineering Inspiration Award,9008,19,40,47.5
2024,2024nccmp,Regional Engineering Inspiration Award,2642,4,40,10.0
2024,2024nccmp,District Championship Rookie All Star Award,9496,1,40,2.5
2024,2024nccmp,District Championship Rookie All Star Award,9707,,40,
2024,2024nccmp,Woodie Flowers Finalist Award,5518,,40,
2024,2024nccmp,FIRST Dean's List Finalist Award,9008,19,40,47.5
2024,2024nccmp,FIRST Dean's List Finalist Award,4828,7,40,17.5
2024,2024nccmp,District Championship Winner,9496,1,40,2.5
2024,2024nccmp,District Championship Winner,4795,2,40,5.0
2024,2024nccmp,District Championship Winner,1533,25,40,62.5
2024,2024nccmp,District Championship Winner,6639,13,40,32.5
2024,2024nccmp,District Championship Finalist,2642,4,40,10.0
2024,2024nccmp,District Championship Finalist,8738,20,40,50.0
2024,2024nccmp,District Championship Finalist,6894,23,40,57.5
2024,2024nccmp,Autonomous Award,9032,9,40,22.5
2024,2024nccmp,Creativity Award sponsored by Rockwell Automation,900,28,40,70.0
2024,2024nccmp,Excellence in Engineering Award,3229,29,40,72.5
2024,2024nccmp,Gracious Professionalism Award,1533,25,40,62.5
2024,2024nccmp,Imagery Award in honor of Jack Kamen,2640,37,40,92.5
2024,2024nccmp,Industrial Design Award sponsored by General Motors,4828,7,40,17.5
2024,2024nccmp,Innovation in Control Award,3459,16,40,40.0
2024,2024nccmp,Judges' Award,6729,3,40,7.5
2024,2024nccmp,Quality Award,3737,5,40,12.5
2024,2024nccmp,Team Spirit Award,7890,35,40,87.5
2024,2024nccmp,Team Sustainability Award sponsored by Dow,8727,8,40,20.0
2024,2024ncmec,District FIRST Impact Award,6932,24,30,80.0
2024,2024ncmec,District Engineering Inspiration Award,4290,8,30,26.7
2024,2024ncmec,Rookie All Star Award,9607,16,30,53.3
2024,2024ncmec,District Championship Dean's List Semi-Finalist,9496,1,30,3.3
2024,2024ncmec,District Championship Dean's List Semi-Finalist,6639,6,30,20.0
2024,2024ncmec,District Event Winner,9496,1,30,3.3
2024,2024ncmec,District Event Winner,6894,2,30,6.7
2024,2024ncmec,District Event Winner,9298,27,30,90.0
2024,2024ncmec,District Event Finalist,4829,7,30,23.3
2024,2024ncmec,District Event Finalist,1533,18,30,60.0
2024,2024ncmec,District Event Finalist,8757,22,30,73.3
2024,2024ncmec,Autonomous Award,9496,1,30,3.3
2024,2024ncmec,Creativity Award sponsored by Rockwell Automation,1533,18,30,60.0
2024,2024ncmec,Excellence in Engineering Award,3196,3,30,10.0
2024,2024ncmec,Gracious Professionalism Award,6908,21,30,70.0
2024,2024ncmec,Imagery Award in honor of Jack Kamen,4935,15,30,50.0
2024,2024ncmec,Industrial Design Award sponsored by General Motors,6894,2,30,6.7
2024,2024ncmec,Innovation in Control Award,1225,14,30,46.7
2024,2024ncmec,Judges' Award,4829,7,30,23.3
2024,2024ncmec,Quality Award,2640,25,30,83.3
2024,2024ncmec,Rookie Inspiration Award,9762,30,30,100.0
2024,2024ncmec,Team Spirit Award,6729,4,30,13.3
2024,2024ncmec,Team Sustainability Award sponsored by Dow,3506,5,30,16.7
2024,2024ncpem,District FIRST Impact Award,3737,10,30,33.3
2024,2024ncpem,District Engineering Inspiration Award,9008,12,30,40.0
2024,2024ncpem,District Championship Dean's List Semi-Finalist,3196,3,30,10.0
2024,2024ncpem,District Championship Dean's List Semi-Finalist,4828,5,30,16.7
2024,2024ncpem,District Event Winner,3196,3,30,10.0
2024,2024ncpem,District Event Winner,8727,4,30,13.3
2024,2024ncpem,District Event Winner,2640,21,30,70.0
2024,2024ncpem,District Event Finalist,6729,7,30,23.3
2024,2024ncpem,District Event Finalist,4534,9,30,30.0
2024,2024ncpem,District Event Finalist,5511,26,30,86.7
2024,2024ncpem,Autonomous Award,4534,9,30,30.0
2024,2024ncpem,Creativity Award sponsored by Rockwell Automation,8205,11,30,36.7
2024,2024ncpem,Excellence in Engineering Award,2640,21,30,70.0
2024,2024ncpem,Gracious Professionalism Award,4561,2,30,6.7
2024,2024ncpem,Imagery Award in honor of Jack Kamen,2642,1,30,3.3
2024,2024ncpem,Industrial Design Award sponsored by General Motors,8738,13,30,43.3
2024,2024ncpem,Innovation in Control Award,4828,5,30,16.7
2024,2024ncpem,Judges' Award,4935,15,30,50.0
2024,2024ncpem,Quality Award,3459,20,30,66.7
2024,2024ncpem,Rookie Inspiration Award,9707,24,30,80.0
2024,2024ncpem,Team Spirit Award,3196,3,30,10.0
2024,2024ncpem,Team Sustainability Award sponsored by Dow,8727,4,30,13.3
2024,2024ncwa2,District FIRST Impact Award,4534,6,35,17.1
2024,2024ncwa2,District Engineering Inspiration Award,4561,3,35,8.6
2024,2024ncwa2,Rookie All Star Award,9707,14,35,40.0
2024,2024ncwa2,District Championship Dean's List Semi-Finalist,9008,2,35,5.7
2024,2024ncwa2,District Championship Dean's List Semi-Finalist,4561,3,35,8.6
2024,2024ncwa2,District Event Winner,4828,1,35,2.9
2024,2024ncwa2,District Event Winner,4561,3,35,8.6
2024,2024ncwa2,District Event Winner,8304,22,35,62.9
2024,2024ncwa2,District Event Finalist,8738,4,35,11.4
2024,2024ncwa2,District Event Finalist,6500,18,35,51.4
2024,2024ncwa2,District Event Finalist,5607,21,35,60.0
2024,2024ncwa2,Autonomous Award,6004,26,35,74.3
2024,2024ncwa2,Creativity Award sponsored by Rockwell Automation,8738,4,35,11.4
2024,2024ncwa2,Excellence in Engineering Award,3229,10,35,28.6
2024,2024ncwa2,Gracious Professionalism Award,6502,12,35,34.3
2024,2024ncwa2,Imagery Award in honor of Jack Kamen,3822,28,35,80.0
2024,2024ncwa2,Industrial Design Award sponsored by General Motors,3459,8,35,22.9
2024,2024ncwa2,Innovation in Control Award,6500,18,35,51.4
2024,2024ncwa2,Judges' Award,8758,35,35,100.0
2024,2024ncwa2,Quality Award,7443,13,35,37.1
2024,2024ncwa2,Rookie Inspiration Award,9788,33,35,94.3
2024,2024ncwa2,Team Spirit Award,8304,22,35,62.9
2024,2024ncwa2,Team Sustainability Award sponsored by Dow,3737,5,35,14.3
2024,2024ncwak,District FIRST Impact Award,900,7,30,23.3
2024,2024ncwak,District Engineering Inspiration Award,2642,8,30,26.7
2024,2024ncwak,District Championship Dean's List Semi-Finalist,6004,6,30,20.0
2024,2024ncwak,District Championship Dean's List Semi-Finalist,5190,20,30,66.7
2024,2024ncwak,District Event Winner,7763,1,30,3.3
2024,2024ncwak,District Event Winner,4795,2,30,6.7
2024,2024ncwak,District Event Winner,8757,29,30,96.7
2024,2024ncwak,District Event Finalist,4829,3,30,10.0
2024,2024ncwak,District Event Finalist,900,7,30,23.3
2024,2024ncwak,District Event Finalist,6908,18,30,60.0
2024,2024ncwak,Autonomous Award,7763,1,30,3.3
2024,2024ncwak,Creativity Award sponsored by Rockwell Automation,3229,5,30,16.7
2024,2024ncwak,Excellence in Engineering Award,3349,16,30,53.3
2024,2024ncwak,Gracious Professionalism Award,2059,4,30,13.3
2024,2024ncwak,Imagery Award in honor of Jack Kamen,6004,6,30,20.0
