year,event,award,team,qual_rank,n_teams,rank_pct
2024,2024arli,Regional Winners,16,1,28,3.6
2024,2024arli,Regional Winners,3937,2,28,7.1
2024,2024arli,Regional Winners,6586,28,28,100.0
2024,2024arli,Regional Finalists,2357,7,28,25.0
2024,2024arli,Regional Finalists,4336,18,28,64.3
2024,2024arli,Regional Finalists,9429,23,28,82.1
2024,2024arli,Autonomous Award,7525,3,28,10.7
2024,2024arli,Creativity Award sponsored by Rockwell Automation,8044,17,28,60.7
2024,2024arli,Excellence in Engineering Award,16,1,28,3.6
2024,2024arli,Gracious Professionalism Award,3792,6,28,21.4
2024,2024arli,Imagery Award in honor of Jack Kamen,4336,18,28,64.3
2024,2024arli,Industrial Design Award sponsored by General Motors,1038,9,28,32.1
2024,2024arli,Innovation in Control Award,2357,7,28,25.0
2024,2024arli,Judges' Award,2992,11,28,39.3
2024,2024arli,Quality Award,3937,2,28,7.1
2024,2024arli,Rookie Inspiration Award,9608,27,28,96.4
2024,2024arli,Team Spirit Award,9067,19,28,67.9
2024,2024arli,Team Sustainability Award sponsored by Dow,5454,10,28,35.7
2024,2024arli,Wildcard,6586,28,28,100.0
2024,2024ausc,Regional FIRST Impact Award,5985,23,47,48.9
2024,2024ausc,Regional Engineering Inspiration Award,6191,41,47,87.2
2024,2024ausc,Rookie All Star Award,9427,20,47,42.6
2024,2024ausc,Woodie Flowers Finalist Award,7583,31,47,66.0
2024,2024ausc,Volunteer of the Year,5985,23,47,48.9
2024,2024ausc,FIRST Dean's List Finalist Award,5985,23,47,48.9
2024,2024ausc,FIRST Dean's List Finalist Award,3132,21,47,44.7
2024,2024ausc,Regional Winners,4613,1,47,2.1
2024,2024ausc,Regional Winners,8011,6,47,12.8
2024,2024ausc,Regional Winners,5985,23,47,48.9
2024,2024ausc,Regional Finalists,5584,3,47,6.4
2024,2024ausc,Regional Finalists,4253,7,47,14.9
2024,2024ausc,Regional Finalists,6434,38,47,80.9
2024,2024ausc,Regional Finalists,9574,15,47,31.9
2024,2024ausc,Autonomous Award,8011,6,47,12.8
2024,2024ausc,Creativity Award sponsored by Rockwell Automation,5584,3,47,6.4
2024,2024ausc,Excellence in Engineering Award,4788,12,47,25.5
2024,2024ausc,Gracious Professionalism Award,3132,21,47,44.7
2024,2024ausc,Imagery Award in honor of Jack Kamen,4537,13,47,27.7
2024,2024ausc,Industrial Design Award sponsored by General Motors,8814,2,47,4.3
2024,2024ausc,Innovation in Control Award,6508,8,47,17.0
2024,2024ausc,Judges' Award,6510,9,47,19.1
2024,2024ausc,Quality Award,4613,1,47,2.1
2024,2024ausc,Rookie Inspiration Award,9715,45,47,95.7
2024,2024ausc,Team Spirit Award,5648,42,47,89.4
2024,2024ausc,Team Sustainability Award sponsored by Dow,4729,27,47,57.4
2024,2024ausc,Wildcard,9427,20,47,42.6
2024,2024ausc,Wildcard,5584,3,47,6.4
2024,2024azgl,Regional FIRST Impact Award,6413,10,41,24.4
2024,2024azgl,Regional Engineering Inspiration Award,7419,5,41,12.2
2024,2024azgl,Rookie All Star Award,9432,9,41,22.0
2024,2024azgl,Woodie Flowers Finalist Award,5026,4,41,9.8
2024,2024azgl,FIRST Dean's List Finalist Award,2486,32,41,78.0
2024,2024azgl,FIRST Dean's List Finalist Award,6479,34,41,82.9
2024,2024azgl,Regional Winners,670,1,41,2.4
2024,2024azgl,Regional Winners,498,2,41,4.9
2024,2024azgl,Regional Winners,2375,41,41,100.0
2024,2024azgl,Regional Finalists,7419,5,41,12.2
2024,2024azgl,Regional Finalists,6413,10,41,24.4
2024,2024azgl,Regional Finalists,4146,30,41,73.2
2024,2024azgl,Autonomous Award,4183,6,41,14.6
2024,2024azgl,Creativity Award sponsored by Rockwell Automation,698,31,41,75.6
2024,2024azgl,Excellence in Engineering Award,7645,20,41,48.8
2024,2024azgl,Gracious Professionalism Award,1165,13,41,31.7
2024,2024azgl,Imagery Award in honor of Jack Kamen,2662,25,41,61.0
2024,2024azgl,Industrial Design Award sponsored by General Motors,294,8,41,19.5
2024,2024azgl,Innovation in Control Award,670,1,41,2.4
2024,2024azgl,Judges' Award,2486,32,41,78.0
2024,2024azgl,Quality Award,5449,18,41,43.9
2024,2024azgl,Rookie Inspiration Award,9777,14,41,34.1
2024,2024azgl,Team Spirit Award,6479,34,41,82.9
2024,2024azgl,Team Sustainability Award sponsored by Dow,2429,7,41,17.1
2024,2024azgl,Wildcard,2375,41,41,100.0
2024,2024azva,Regional FIRST Impact Award,4146,22,41,53.7
2024,2024azva,Regional Engineering Inspiration Award,3256,5,41,12.2
2024,2024azva,Rookie All Star Award,9501,23,41,56.1
2024,2024azva,Woodie Flowers Finalist Award,2403,16,41,39.0
2024,2024azva,Volunteer of the Year,60,30,41,73.2
2024,2024azva,FIRST Dean's List Finalist Award,6413,14,41,34.1
2024,2024azva,FIRST Dean's List Finalist Award,3256,5,41,12.2
2024,2024azva,Regional Winners,3128,1,41,2.4
2024,2024azva,Regional Winners,6036,4,41,9.8
2024,2024azva,Regional Winners,9501,23,41,56.1
2024,2024azva,Regional Finalists,498,9,41,22.0
2024,2024azva,Regional Finalists,6413,14,41,34.1
2024,2024azva,Regional Finalists,3648,15,41,36.6
2024,2024azva,Autonomous Award,6036,4,41,9.8
2024,2024azva,Creativity Award sponsored by Rockwell Automation,6352,17,41,41.5
2024,2024azva,Excellence in Engineering Award,6413,14,41,34.1
2024,2024azva,Gracious Professionalism Award,1165,3,41,7.3
2024,2024azva,Imagery Award in honor of Jack Kamen,7645,40,41,97.6
2024,2024azva,Industrial Design Award sponsored by General Motors,2659,6,41,14.6
2024,2024azva,Innovation in Control Award,6907,8,41,19.5
2024,2024azva,Judges' Award,3158,13,41,31.7
2024,2024azva,Quality Award,4415,12,41,29.3
2024,2024azva,Rookie Inspiration Award,9432,2,41,4.9
2024,2024azva,Team Spirit Award,60,30,41,73.2
2024,2024azva,Team Sustainability Award sponsored by Dow,9704,34,41,82.9
2024,2024bcvi,Regional FIRST Impact Award,1622,28,36,77.8
2024,2024bcvi,Regional Engineering Inspiration Award,6902,14,36,38.9
2024,2024bcvi,Rookie All Star Award,9641,24,36,66.7
2024,2024bcvi,Woodie Flowers Finalist Award,4421,11,36,30.6
2024,2024bcvi,FIRST Dean's List Finalist Award,5516,15,36,41.7
2024,2024bcvi,FIRST Dean's List Finalist Award,4421,11,36,30.6
2024,2024bcvi,Regional Winners,359,1,36,2.8
2024,2024bcvi,Regional Winners,4270,2,36,5.6
2024,2024bcvi,Regional Winners,8338,34,36,94.4
2024,2024bcvi,Regional Winners,6902,14,36,38.9
2024,2024bcvi,Regional Finalists,216,3,36,8.3
2024,2024bcvi,Regional Finalists,4421,11,36,30.6
2024,2024bcvi,Regional Finalists,1622,28,36,77.8
2024,2024bcvi,Autonomous Award,359,1,36,2.8
2024,2024bcvi,Creativity Award sponsored by Rockwell Automation,8339,22,36,61.1
2024,2024bcvi,Excellence in Engineering Award,4627,31,36,86.1
2024,2024bcvi,Gracious Professionalism Award,8503,10,36,27.8
2024,2024bcvi,Imagery Award in honor of Jack Kamen,5461,5,36,13.9
2024,2024bcvi,Industrial Design Award sponsored by General Motors,4270,2,36,5.6
2024,2024bcvi,Innovation in Control Award,9719,23,36,63.9
2024,2024bcvi,Judges' Award,1452,17,36,47.2
2024,2024bcvi,Quality Award,4421,11,36,30.6
2024,2024bcvi,Rookie Inspiration Award,9449,13,36,36.1
2024,2024bcvi,Team Spirit Award,7332,32,36,88.9
2024,2024bcvi,Team Sustainability Award sponsored by Dow,244,30,36,83.3
2024,2024bcvi,Wildcard,8338,34,36,94.4
2024,2024brbr,Regional FIRST Impact Award,7567,42,55,76.4
2024,2024brbr,Regional Engineering Inspiration Award,7565,20,55,36.4
2024,2024brbr,Rookie All Star Award,9458,9,55,16.4
2024,2024brbr,Woodie Flowers Finalist Award,5800,30,55,54.5
2024,2024brbr,FIRST Dean's List Finalist Award,7563,10,55,18.2
2024,2024brbr,FIRST Dean's List Finalist Award,9218,55,55,100.0
2024,2024brbr,Regional Winners,1156,1,55,1.8
2024,2024brbr,Regional Winners,7565,20,55,36.4
2024,2024brbr,Regional Winners,8882,25,55,45.5
2024,2024brbr,Regional Finalists,9602,2,55,3.6
2024,2024brbr,Regional Finalists,9460,12,55,21.8
2024,2024brbr,Regional Finalists,9168,31,55,56.4
2024,2024brbr,Autonomous Award,1156,1,55,1.8
2024,2024brbr,Creativity Award sponsored by Rockwell Automation,9175,3,55,5.5
2024,2024brbr,Excellence in Engineering Award,1860,18,55,32.7
2024,2024brbr,Gracious Professionalism Award,9199,5,55,9.1
2024,2024brbr,Imagery Award in honor of Jack Kamen,9050,21,55,38.2
2024,2024brbr,Industrial Design Award sponsored by General Motors,9602,2,55,3.6
2024,2024brbr,Innovation in Control Award,7563,10,55,18.2
2024,2024brbr,Judges' Award,5800,30,55,54.5
2024,2024brbr,Quality Award,9165,53,55,96.4
2024,2024brbr,Rookie Inspiration Award,9460,12,55,21.8
2024,2024brbr,Team Spirit Award,9048,38,55,69.1
2024,2024brbr,Team Sustainability Award sponsored by Dow,9459,49,55,89.1
2024,2024brbr,Wildcard,8882,25,55,45.5
2024,2024brbr,Wildcard,9458,9,55,16.4
2024,2024brbr,Wildcard,9602,2,55,3.6
2024,2024brsc,WINNER,9047,3,7,42.9
2024,2024caav,Regional FIRST Impact Award,2429,6,40,15.0
2024,2024caav,Regional Engineering Inspiration Award,2073,10,40,25.0
2024,2024caav,Rookie All Star Award,9471,38,40,95.0
2024,2024caav,Woodie Flowers Finalist Award,1538,4,40,10.0
2024,2024caav,FIRST Dean's List Finalist Award,6305,36,40,90.0
2024,2024caav,FIRST Dean's List Finalist Award,2073,10,40,25.0
2024,2024caav,Regional Winners,294,2,40,5.0
2024,2024caav,Regional Winners,2659,3,40,7.5
2024,2024caav,Regional Winners,4322,23,40,57.5
2024,2024caav,Regional Finalists,1148,1,40,2.5
2024,2024caav,Regional Finalists,1538,4,40,10.0
2024,2024caav,Regional Finalists,599,32,40,80.0
2024,2024caav,Regional Finalists,6479,25,40,62.5
2024,2024caav,Autonomous Award,1148,1,40,2.5
2024,2024caav,Creativity Award sponsored by Rockwell Automation,2659,3,40,7.5
2024,2024caav,Excellence in Engineering Award,7673,11,40,27.5
2024,2024caav,Gracious Professionalism Award,599,32,40,80.0
2024,2024caav,Imagery Award in honor of Jack Kamen,5012,28,40,70.0
2024,2024caav,Industrial Design Award sponsored by General Motors,2584,7,40,17.5
2024,2024caav,Innovation in Control Award,6657,9,40,22.5
2024,2024caav,Judges' Award,5458,5,40,12.5
2024,2024caav,Quality Award,1538,4,40,10.0
2024,2024caav,Rookie Inspiration Award,9666,29,40,72.5
2024,2024caav,Team Spirit Award,2543,22,40,55.0
2024,2024caav,Team Sustainability Award sponsored by Dow,7607,31,40,77.5
2024,2024caav,Wildcard,4322,23,40,57.5
2024,2024cabb,Winner,5199,1,34,2.9
2024,2024cabb,Winner,3647,18,34,52.9
2024,2024cabb,Winner,6885,26,34,76.5
2024,2024cabb,Finalist,9999,2,34,5.9
2024,2024cabb,Finalist,2485,9,34,26.5
2024,2024cabb,Finalist,9988,27,34,79.4
2024,2024cabe,Regional FIRST Impact Award,2637,39,60,65.0
2024,2024cabe,Regional Engineering Inspiration Award,5985,27,60,45.0
2024,2024cabe,Rookie All Star Award,9545,26,60,43.3
2024,2024cabe,Woodie Flowers Finalist Award,7137,36,60,60.0
2024,2024cabe,Volunteer of the Year,5924,,60,
2024,2024cabe,FIRST Dean's List Finalist Award,5419,6,60,10.0
2024,2024cabe,FIRST Dean's List Finalist Award,8159,29,60,48.3
2024,2024cabe,Regional Winners,254,1,60,1.7
2024,2024cabe,Regional Winners,1678,2,60,3.3
2024,2024cabe,Regional Winners,1160,48,60,80.0
2024,2024cabe,Regional Finalists,5940,3,60,5.0
2024,2024cabe,Regional Finalists,581,7,60,11.7
2024,2024cabe,Regional Finalists,1458,47,60,78.3
2024,2024cabe,Autonomous Award,5940,3,60,5.0
2024,2024cabe,Creativity Award sponsored by Rockwell Automation,4698,9,60,15.0
2024,2024cabe,Excellence in Engineering Award,254,1,60,1.7
2024,2024cabe,Gracious Professionalism Award,766,46,60,76.7
2024,2024cabe,Imagery Award in honor of Jack Kamen,5430,33,60,55.0
2024,2024cabe,Industrial Design Award sponsored by General Motors,5419,6,60,10.0
2024,2024cabe,Innovation in Control Award,1678,2,60,3.3
2024,2024cabe,Judges' Award,841,12,60,20.0
2024,2024cabe,Quality Award,2854,23,60,38.3
2024,2024cabe,Rookie Inspiration Award,9470,43,60,71.7
2024,2024cabe,Team Spirit Award,5507,14,60,23.3
2024,2024cabe,Team Sustainability Award sponsored by Dow,6814,42,60,70.0
2024,2024cabe,Wildcard,1160,48,60,80.0
2024,2024cabe,Wildcard,9545,26,60,43.3
2024,2024cabe,Wildcard,1458,47,60,78.3
2024,2024cabl,Big Wave Award,498,5,42,11.9
2024,2024cabl,Winner,359,1,42,2.4
2024,2024cabl,Winner,4414,13,42,31.0
2024,2024cabl,Winner,4079,31,42,73.8
2024,2024cabl,Winner,4419,17,42,40.5
2024,2024cabl,Finalist,3128,3,42,7.1
2024,2024cabl,Finalist,294,11,42,26.2
2024,2024cabl,Finalist,9452,29,42,69.0
2024,2024cabl,Finalist,687,28,42,66.7
2024,2024cabl,Judges' Award,696,4,42,9.5
2024,2024cabl,Most Improved Award,4322,14,42,33.3
2024,2024cabl,Programming Award,359,1,42,2.4
2024,2024cabl,Quality Award,294,11,42,26.2
2024,2024cabl,Scouting Award,3128,3,42,7.1
2024,2024cacc,Winner,1678,1,49,2.0
2024,2024cacc,Winner,5940,5,49,10.2
2024,2024cacc,Winner,846,41,49,83.7
2024,2024cacc,Winner,8793,19,49,38.8
2024,2024cacc,Finalist,2073,6,49,12.2
2024,2024cacc,Finalist,3970,9,49,18.4
2024,2024cacc,Finalist,1072,32,49,65.3
2024,2024cacc,Finalist,4255,29,49,59.2
2024,2024cacc,Cheesecake Award,1868,20,49,40.8
2024,2024cacc,Excellence in Engineering,846,41,49,83.7
2024,2024cacc,Innovation in Control Award,6962,3,49,6.1
2024,2024cacc,Judge's Award,3598,21,49,42.9
2024,2024cada,Regional FIRST Impact Award,2073,7,38,18.4
2024,2024cada,Regional Engineering Inspiration Award,4159,28,38,73.7
2024,2024cada,Woodie Flowers Finalist Award,4159,28,38,73.7
2024,2024cada,FIRST Dean's List Finalist Award,254,3,38,7.9
2024,2024cada,FIRST Dean's List Finalist Award,8048,5,38,13.2
2024,2024cada,Regional Winners,604,1,38,2.6
2024,2024cada,Regional Winners,254,3,38,7.9
2024,2024cada,Regional Winners,4135,32,38,84.2
2024,2024cada,Regional Finalists,1678,2,38,5.3
2024,2024cada,Regional Finalists,5419,4,38,10.5
2024,2024cada,Regional Finalists,1072,36,38,94.7
2024,2024cada,Regional Finalists,2204,26,38,68.4
2024,2024cada,Autonomous Award,6947,9,38,23.7
2024,2024cada,Creativity Award sponsored by Rockwell Automation,5458,10,38,26.3
2024,2024cada,Excellence in Engineering Award,1678,2,38,5.3
2024,2024cada,Gracious Professionalism Award,1072,36,38,94.7
2024,2024cada,Imagery Award in honor of Jack Kamen,4135,32,38,84.2
2024,2024cada,Industrial Design Award sponsored by General Motors,604,1,38,2.6
2024,2024cada,Innovation in Control Award,5419,4,38,10.5
2024,2024cada,Judges' Award,3598,13,38,34.2
2024,2024cada,Quality Award,254,3,38,7.9
2024,2024cada,Team Spirit Award,701,29,38,76.3
2024,2024cada,Team Sustainability Award sponsored by Dow,3880,21,38,55.3
2024,2024cafb,Winner,3255,1,14,7.1
2024,2024cafb,Winner,3128,3,14,21.4
2024,2024cafb,Winner,2543,8,14,57.1
2024,2024cafb,Finalist,2102,5,14,35.7
2024,2024cafb,Finalist,9452,6,14,42.9
2024,2024cafb,Finalist,1622,14,14,100.0
2024,2024cafr,Regional FIRST Impact Award,1671,15,39,38.5
2024,2024cafr,Regional Engineering Inspiration Award,840,5,39,12.8
2024,2024cafr,Rookie All Star Award,9400,32,39,82.1
2024,2024cafr,Woodie Flowers Finalist Award,5817,11,39,28.2
2024,2024cafr,FIRST Dean's List Finalist Award,6947,8,39,20.5
2024,2024cafr,FIRST Dean's List Finalist Award,6059,35,39,89.7
2024,2024cafr,Regional Winners,1323,1,39,2.6
2024,2024cafr,Regional Winners,5940,2,39,5.1
2024,2024cafr,Regional Winners,7589,38,39,97.4
2024,2024cafr,Regional Winners,8840,23,39,59.0
2024,2024cafr,Regional Finalists,840,5,39,12.8
2024,2024cafr,Regional Finalists,5817,11,39,28.2
2024,2024cafr,Regional Finalists,6657,22,39,56.4
2024,2024cafr,Autonomous Award,5940,2,39,5.1
2024,2024cafr,Creativity Award sponsored by Rockwell Automation,581,4,39,10.3
2024,2024cafr,Excellence in Engineering Award,5817,11,39,28.2
2024,2024cafr,Gracious Professionalism Award,3501,12,39,30.8
2024,2024cafr,Imagery Award in honor of Jack Kamen,7589,38,39,97.4
2024,2024cafr,Industrial Design Award sponsored by General Motors,1323,1,39,2.6
2024,2024cafr,Innovation in Control Award,7157,9,39,23.1
2024,2024cafr,Judges' Award,841,3,39,7.7
2024,2024cafr,Quality Award,3970,6,39,15.4
2024,2024cafr,Rookie Inspiration Award,9706,36,39,92.3
2024,2024cafr,Team Spirit Award,3598,7,39,17.9
2024,2024cafr,Team Sustainability Award sponsored by Dow,6998,26,39,66.7
2024,2024cafr,Wildcard,7589,38,39,97.4
2024,2024cafr,Wildcard,9400,32,39,82.1
2024,2024cala,Regional FIRST Impact Award,3473,31,44,70.5
2024,2024cala,Regional Engineering Inspiration Award,687,5,44,11.4
2024,2024cala,Rookie All Star Award,9564,36,44,81.8
2024,2024cala,Woodie Flowers Finalist Award,597,17,44,38.6
2024,2024cala,FIRST Dean's List Finalist Award,1452,7,44,15.9
2024,2024cala,FIRST Dean's List Finalist Award,2637,27,44,61.4
2024,2024cala,Regional Winners,368,1,44,2.3
2024,2024cala,Regional Winners,9408,4,44,9.1
2024,2024cala,Regional Winners,980,35,44,79.5
2024,2024cala,Regional Finalists,687,5,44,11.4
2024,2024cala,Regional Finalists,2584,15,44,34.1
2024,2024cala,Regional Finalists,4079,19,44,43.2
2024,2024cala,Autonomous Award,702,21,44,47.7
2024,2024cala,Creativity Award sponsored by Rockwell Automation,7042,10,44,22.7
2024,2024cala,Excellence in Engineering Award,1661,22,44,50.0
2024,2024cala,Gracious Professionalism Award,2637,27,44,61.4
2024,2024cala,Imagery Award in honor of Jack Kamen,1159,24,44,54.5
2024,2024cala,Industrial Design Award sponsored by General Motors,2710,23,44,52.3
2024,2024cala,Innovation in Control Award,4201,6,44,13.6
2024,2024cala,Judges' Award,597,17,44,38.6
2024,2024cala,Quality Award,1148,8,44,18.2
2024,2024cala,Rookie Inspiration Award,9408,4,44,9.1
2024,2024cala,Team Spirit Award,599,38,44,86.4
2024,2024cala,Team Sustainability Award sponsored by Dow,1160,13,44,29.5
2024,2024cala,Wildcard,980,35,44,79.5
2024,2024camb,Regional FIRST Impact Award,649,27,36,75.0
2024,2024camb,Regional Engineering Inspiration Award,4135,9,36,25.0
2024,2024camb,Woodie Flowers Finalist Award,604,2,36,5.6
2024,2024camb,FIRST Dean's List Finalist Award,115,4,36,11.1
2024,2024camb,FIRST Dean's List Finalist Award,9006,25,36,69.4
2024,2024camb,Regional Winners,1323,1,36,2.8
2024,2024camb,Regional Winners,604,2,36,5.6
2024,2024camb,Regional Winners,2035,24,36,66.7
2024,2024camb,Regional Finalists,971,5,36,13.9
2024,2024camb,Regional Finalists,6962,15,36,41.7
2024,2024camb,Regional Finalists,5104,22,36,61.1
2024,2024camb,Autonomous Award,100,3,36,8.3
2024,2024camb,Creativity Award sponsored by Rockwell Automation,971,5,36,13.9
2024,2024camb,Excellence in Engineering Award,6962,15,36,41.7
2024,2024camb,Gracious Professionalism Award,7413,19,36,52.8
2024,2024camb,Imagery Award in honor of Jack Kamen,5700,10,36,27.8
2024,2024camb,Industrial Design Award sponsored by General Motors,1323,1,36,2.8
2024,2024camb,Innovation in Control Award,604,2,36,5.6
2024,2024camb,Judges' Award,1072,14,36,38.9
2024,2024camb,Quality Award,2135,8,36,22.2
2024,2024camb,Rookie Inspiration Award,9546,32,36,88.9
2024,2024camb,Team Spirit Award,253,13,36,36.1
2024,2024camb,Team Sustainability Award sponsored by Dow,6884,29,36,80.6
2024,2024camb,Wildcard,2035,24,36,66.7
2024,2024camb,Wildcard,971,5,36,13.9
2024,2024caoc,Regional FIRST Impact Award,8033,16,48,33.3
2024,2024caoc,Regional Engineering Inspiration Award,3476,7,48,14.6
2024,2024caoc,Rookie All Star Award,9505,24,48,50.0
2024,2024caoc,Woodie Flowers Finalist Award,589,23,48,47.9
2024,2024caoc,FIRST Dean's List Finalist Award,5924,21,48,43.8
2024,2024caoc,FIRST Dean's List Finalist Award,8033,16,48,33.3
2024,2024caoc,Regional Winners,7157,2,48,4.2
2024,2024caoc,Regional Winners,3476,7,48,14.6
2024,2024caoc,Regional Winners,5285,26,48,54.2
2024,2024caoc,Regional Finalists,6995,4,48,8.3
2024,2024caoc,Regional Finalists,4415,17,48,35.4
2024,2024caoc,Regional Finalists,4,19,48,39.6
2024,2024caoc,Autonomous Award,7157,2,48,4.2
2024,2024caoc,Creativity Award sponsored by Rockwell Automation,5924,21,48,43.8
2024,2024caoc,Excellence in Engineering Award,5199,1,48,2.1
2024,2024caoc,Gracious Professionalism Award,4,19,48,39.6
2024,2024caoc,Imagery Award in honor of Jack Kamen,589,23,48,47.9
2024,2024caoc,Industrial Design Award sponsored by General Motors,6995,4,48,8.3
2024,2024caoc,Innovation in Control Award,4415,17,48,35.4
2024,2024caoc,Judges' Award,5835,8,48,16.7
2024,2024caoc,Quality Award,2485,6,48,12.5
2024,2024caoc,Rookie Inspiration Award,9696,45,48,93.8
2024,2024caoc,Team Spirit Award,9301,34,48,70.8
2024,2024caoc,Team Sustainability Award sponsored by Dow,4079,18,48,37.5
2024,2024caoc,Wildcard,5285,26,48,54.2
2024,2024caph,Regional FIRST Impact Award,498,28,50,56.0
2024,2024caph,Regional Engineering Inspiration Award,3473,34,50,68.0
2024,2024caph,Rookie All Star Award,9408,16,50,32.0
2024,2024caph,Woodie Flowers Finalist Award,3647,7,50,14.0
2024,2024caph,FIRST Dean's List Finalist Award,4201,4,50,8.0
2024,2024caph,FIRST Dean's List Finalist Award,4414,2,50,4.0
2024,2024caph,Regional Winners,4481,3,50,6.0
2024,2024caph,Regional Winners,3647,7,50,14.0
2024,2024caph,Regional Winners,9452,41,50,82.0
2024,2024caph,Regional Finalists,2102,5,50,10.0
2024,2024caph,Regional Finalists,3128,23,50,46.0
2024,2024caph,Regional Finalists,498,28,50,56.0
2024,2024caph,Autonomous Award,6036,1,50,2.0
2024,2024caph,Creativity Award sponsored by Rockwell Automation,5419,12,50,24.0
2024,2024caph,Excellence in Engineering Award,4481,3,50,6.0
2024,2024caph,Gracious Professionalism Award,4201,4,50,8.0
2024,2024caph,Imagery Award in honor of Jack Kamen,5137,11,50,22.0
2024,2024caph,Industrial Design Award sponsored by General Motors,2485,6,50,12.0
2024,2024caph,Innovation in Control Award,3128,23,50,46.0
2024,2024caph,Judges' Award,1148,25,50,50.0
2024,2024caph,Quality Award,2102,5,50,10.0
2024,2024caph,Rookie Inspiration Award,9452,41,50,82.0
2024,2024caph,Team Spirit Award,4,24,50,48.0
2024,2024caph,Team Sustainability Award sponsored by Dow,2429,18,50,36.0
2024,2024casd,Regional FIRST Impact Award,3341,14,51,27.5
2024,2024casd,Regional Engineering Inspiration Award,2485,5,51,9.8
2024,2024casd,Rookie All Star Award,9452,21,51,41.2
2024,2024casd,Woodie Flowers Finalist Award,2543,26,51,51.0
2024,2024casd,Volunteer of the Year,3128,16,51,31.4
2024,2024casd,FIRST Dean's List Finalist Award,3749,15,51,29.4
2024,2024casd,FIRST Dean's List Finalist Award,3341,14,51,27.5
2024,2024casd,Regional Winners,359,1,51,2.0
2024,2024casd,Regional Winners,3647,9,51,17.6
2024,2024casd,Regional Winners,8891,18,51,35.3
2024,2024casd,Regional Finalists,973,7,51,13.7
2024,2024casd,Regional Finalists,4270,8,51,15.7
2024,2024casd,Regional Finalists,5137,25,51,49.0
2024,2024casd,Autonomous Award,3647,9,51,17.6
