2017_id	2016_ancestor	sim	2017_headline
G8	G24	0.648	Don’t tear others down to lift yourself up
G9	G24	0.649	Stay out of other ROBOTS.Initiating deliberate or damaging contact with an opponent ROBOT on or inside the ver
R82	R77	0.659	The only pneumatic system items permitted on ROBOTS include the items listed below
R22	R19	0.667	ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME PERIMETER
H15	G45	0.671	Seriously, GEARS stay installed
R52	R44	0.697	The VRM supplying power to the Wireless Bridge per R51 must be connected to the designated supply terminals at
R99	R94	0.700	The OPERATOR CONSOLE must not A
R7	R8	0.703	ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or interfere wit
R56	R48	0.704	Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table 8-3
R8	R7	0.718	ROBOTS must allow removal of GAME PIECES from the ROBOT and the ROBOT from FIELD elements while DISABLED and p
G11	G21	0.724	There’s a 5-count on pins
R46	R37	0.727	All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically isolated fro
R88	R83	0.731	Only the compressor, relief valve (P/N: 16-004-011 or 16-004-003), pressure switch, pressure vent plug, pressu
H6	G36	0.732	COACHES, no GAME PIECES
R62	R57	0.734	One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with the appropriate encr
H5	G30	0.738	Identify yourself
A3	G16	0.749	Disconnect or set down controllers
G16	G19	0.757	Keep it together
R47	R39	0.760	The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT
G6	G9	0.774	ROBOTS must be removed from the FIELD by hand (i.e
R31	R26	0.779	BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 8-7)
R27	R27	0.782	Team numbers must be displayed and positioned on the BUMPERS such that an observer walking around the perimete
S9	G6	0.783	Never step/jump over the GUARDRAIL
H3	G32	0.799	Leave FIELD scoring elements alone
R95	R90	0.803	The outputs from multiple solenoid valves must not be plumbed together
H1	G35	0.813	COACHES and other Teams: hands off the controls
G2	G8	0.822	Be prompt/safe when coming to and going from the FIELD
R1	R2	0.826	The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the BUMPER ZONE, that is comprised
R10	R10	0.830	The total cost of all items on the ROBOT shall not exceed $4000 USD
R9	R17	0.849	Lubricants may be used only to reduce friction within the ROBOT
R2	R4	0.860	In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH), no part of the ROB
R30	R24	0.862	Corner joints between BUMPERS must be filled with pool noodle material
R68	R63	0.863	No form of wireless communication shall be used to communicate to, from, or within the ROBOT, except those req
R32	R29	0.866	The only motors and actuators permitted on 2017 ROBOTS include the following: Motor Name Part Numbers Availabl
S3	G1	0.868	Dangerous ROBOTS: not allowed
R37	R31	0.868	The only legal source of electrical energy for the ROBOT during the competition, the ROBOT battery, must be a 
R35	R53	0.871	Each power regulating device may control electrical loads per Table 8-2
R77	R72	0.875	The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or daisy-chained via an
R21	R18	0.878	At an Event, Teams may have access to a WITHHOLDING ALLOWANCE
R48	R40	0.886	The PDP, associated wiring, and all circuit breakers must be easily visible for Inspection.
G27	G38	0.886	One-GEAR limit
R54	R46	0.889	The only circuit breakers permitted for use in the PDP are: A
S5	G3	0.891	ROBOTS, stay on the FIELD during the MATCH
R50	R42	0.905	The roboRIO power input must be connected to the dedicated supply terminals on the PDP shown in Figure 8-9
H2	G29	0.910	Wireless devices not allowed
R83	R78	0.916	If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic circuit and must b
R34	R52	0.917	With the exception of servos, fans, or motors integral to sensors of COTS computing devices permitted in R32, 
R71	R66	0.920	The Driver Station software, roboRIO, Power Distribution Panel, Pneumatics Control Modules, Voltage Regulator 
I1	R1	0.921	The ROBOT must be built by the Team and to play this year’s game
R29	R21	0.921	BUMPERS must be constructed as follows (see Figure 8-5): A
R85	R80	0.923	The compressor (permitted per R84) may be located off-board the ROBOT, however the compressor must still be co
R51	R43	0.924	The Wireless Bridge power must be supplied directly by the 12V 2A output of a CTR Electronics Voltage Regulato
R4	R5	0.931	The ROBOT weight must not exceed 120 lbs
R44	R36	0.933	The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type connectors, the on
R14	R14	0.940	Software and mechanical/electrical designs created before Kickoff are only permitted if the source files (comp
R74	R69	0.943	If a motor is controlled via the MXP, its power regulating device must be connected by one of the following me
R43	R35	0.944	Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall come only fr
R73	R68	0.950	Every relay module (per R34-B), servo controller, and PWM motor controller shall be connected to a correspondi
R23	R22	0.953	BUMPERS must be located entirely within the BUMPER ZONE, which is the volume contained between the floor and a
G12	G23	0.957	If an opponent’s down, back off
R61	R56	0.966	ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N: am3000), with image vers
R70	R65	0.966	ROBOTS must use at least one (1), but no more than two (2), diagnostic Robot Signal Lights (RSL) (P/N: 855PB-B
R84	R79	0.968	Compressed air on the ROBOT must be provided by one and only one compressor
R13	R13	0.968	Physical ROBOT elements created before Kickoff are not permitted
R86	R81	0.973	“Stored” air pressure on the ROBOT must be no greater than 120 psi (~827 kPa)
R60	R55	0.975	CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery, PDP, motor controllers,
R65	R60	0.978	Communication between the ROBOT and the OPERATOR CONSOLE is restricted as follows: A
R78	R73	0.980	The CAN-bus must be connected to the roboRIO CAN port
R87	R82	0.983	“Working” air pressure on the ROBOT must be no greater than 60 psi (~413 kPa) and must be provided through a s
R96	R91	0.987	The Driver Station software provided on the National Instruments website is the only application permitted to 
R75	R70	0.987	Each Jaguar or Talon SRX must be controlled with signal inputs sourced from the roboRIO and passed via either 
R79	R74	0.989	To satisfy multiple constraints associated with safety, consistency, Inspection, and constructive innovation, 
R92	R87	0.990	The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g
R100	R95	0.995	Other than the system provided by the ARENA, no other form of wireless communications shall be used to communi
R98	R93	0.996	Devices hosting the Driver Station software must only interface with the Field Management System (FMS) via the
R97	R92	0.997	The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the DRIVERS and/or HUMAN PLAYER to relay co
R5	R6	1.000	Traction devices must not have surface features such as metal, sandpaper, hard plastic studs, cleats, hook-loo
R11	R11	1.000	No individual, non-KOP item shall have a value that exceeds $400 USD
R24	R23	1.000	BUMPERS must not be articulated (relative to the FRAME PERIMETER).
R25	R25	1.000	BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy installation and removal t
R33	R30	1.000	The integral mechanical and electrical system of any motor must not be modified
R40	R32	1.000	No batteries other than those allowed per R37 are allowed on the ROBOT, whether or not they are being used to 
R41	R33	1.000	The ROBOT battery must be secured such that it will not dislodge should the ROBOT be turned over or placed in 
R42	R34	1.000	Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs, stripped wire ends, 
R49	R41	1.000	Any active electrical item that is not an actuator (specified in R32) or core Control System item (specified i
R55	R47	1.000	The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive blade fuses wit
R58	R50	1.000	Branch circuits may include intermediate elements such as COTS connectors, splices, COTS flexible/rolling/slid
R59	R51	1.000	All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules, motor control
R64	R59	1.000	Ethernet-connected COTS devices or CUSTOM CIRCUITS may connect to any remaining Ethernet port on the Wireless 
R67	R62	1.000	All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via the ARENA Ethernet ne
R69	R64	1.000	The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to ARENA personne
R72	R67	1.000	Neither 12VDC power nor relay module or motor controller outputs shall be directly connected to the roboRIO (w
R76	R71	1.000	Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a CAN-bus connection fr
R81	R76	1.000	All pneumatic COMPONENTS must be used in their original, unaltered condition
R89	R84	1.000	Pressure gauges must be placed in easily visible locations upstream and downstream of the regulator to display
R93	R88	1.000	The pressure switch requirements are: A
R94	R89	1.000	Any pressure vent plug must be: A
