2018_id	2017_ancestor	sim	2018_headline
R17	R16	0.793	For convenience, Teams may disassemble their ROBOT and use up to three (3) bags to “Bag and Tag” the pieces
G12	G10	0.794	Don’t collude with your partners to shut down major parts of game play
R14	R13	0.797	Physical ROBOT elements created before Kickoff are not permitted
R35	R34	0.805	With the exception of servos, fans, or motors integral to sensors of COTS computing devices permitted in R33, 
H7	H12	0.819	You can’t bring/use anything you want
G1	G1	0.824	Know your ROBOT setup
A1	A1	0.826	Behind the lines
C3	C2	0.828	Asking other Teams to throw a MATCH – not cool
R76	R75	0.830	Each CAN motor controller must be controlled with signal inputs sourced from the roboRIO and passed via either
G7	G5	0.837	Keep your BUMPERS together
C4	C3	0.839	Letting someone coerce you in to throwing a MATCH – also not cool
S1	S3	0.841	Dangerous ROBOTS: not allowed
R43	R41	0.845	The ROBOT battery must be secured such that it will not dislodge during vigorous ROBOT interaction including i
R77	R76	0.848	Each PCM must be controlled with signal inputs sourced from the roboRIO and passed via a CAN-bus connection fr
G19	G15	0.848	Be careful about what you interact with
G14	G11	0.856	There’s a 5-count on pins
T2	T2	0.863	During the period when the ARCADE is open for measurement, ROBOTS can be enabled, but cannot move, nor can the
R74	R73	0.865	Every relay module (per R35-B), servo controller, and PWM motor controller shall be connected to a correspondi
R34	R33	0.868	The integral mechanical and electrical system of any motor must not be modified
H14	H15	0.869	POWER CUBES stay in the VAULT
R30	R29	0.875	BUMPERS must be constructed as follows (see Figure 8-6): A
R36	R35	0.875	Each power regulating device may control electrical loads per Table 8-2
G2	G2	0.877	Be prompt/safe when coming to and going from the FIELD
H6	H7	0.889	No wandering
H4	H4	0.889	By invitation only
G8	G6	0.895	ROBOTS must be removed from the FIELD by hand (i.e
C8	C9	0.898	One student, one Head REFEREE
R16	R15	0.898	All ROBOT elements (including items intended for use during the competition in alternative configurations of t
S5	S5	0.904	ROBOTS, stay on the FIELD during the MATCH
R33	R32	0.917	The only motors and actuators permitted on 2018 ROBOTS include the following (in any quantity): Motor Name Par
R7	R6	0.921	Protrusions from the ROBOT and exposed surfaces on the ROBOT shall not pose hazards to the ARCADE elements (in
H5	H5	0.928	Identify yourself
R61	R59	0.936	All non-SIGNAL LEVEL wiring with a constant polarity (i.e., except for outputs of relay modules, motor control
I7	I9	0.938	No student, no Inspection
R27	R26	0.941	Each ROBOT must be able to display Red or Blue BUMPERS to MATCH their ALLIANCE color, as assigned in the MATCH
S4	S6	0.941	Humans, stay off the FIELD during the MATCH
T16	T18	0.948	A team is considered to have already earned a FIRST Championship invitation prior to the District, Regional, o
R83	R82	0.950	The only pneumatic system items permitted on ROBOTS include the items listed below
T10	T10	0.955	Pit Crew members may not be in the ALLIANCE STATION or PORTAL during a MATCH
T13	T13	0.958	If a MATCH must be replayed due to an ARCADE FAULT, the LINEUP for the replayed MATCH is the same as the origi
T22	T24	0.958	A Team competing in a District qualifies for their District Championship by meeting one of the following crite
R23	R22	0.962	ROBOTS are required to use BUMPERS to protect all outside corners of the FRAME PERIMETER
R48	R46	0.962	All wiring and electrical devices, including all Control System COMPONENTS, shall be electrically isolated fro
R89	R88	0.963	Only the compressor, relief valve, pressure switch, pressure vent plug, pressure gauge, storage tanks, tubing,
R84	R83	0.963	If pneumatic COMPONENTS are used, the following items are required as part of the pneumatic circuit and must b
R93	R92	0.969	The relief valve must be attached directly to the compressor or attached by legal hard fittings (e.g
R79	R78	0.970	The CAN-bus must be connected to the roboRIO CAN port
R56	R54	0.971	The only circuit breakers permitted for use in the PDP are: A
I1	I1	0.972	The ROBOT must be built by the Team to play FIRST® POWER UPSM
R59	R57	0.973	All circuits shall be wired with appropriately sized insulated copper wire (SIGNAL LEVEL cables don’t have to 
I3	I3	0.976	Bring it all to Inspection
R41	R39	0.977	Any battery charger used to charge a ROBOT battery may not be used such that it exceeds 6- Amp peak charge cur
R11	R10	0.977	The total cost of all items on the ROBOT shall not exceed $4000 USD
R42	R40	0.977	No batteries other than those allowed per R38 and R39 are allowed on the ROBOT, whether or not they are being 
R68	R67	0.978	All signals must originate from the OPERATOR CONSOLE and be transmitted to the ROBOT via the ARCADE Ethernet n
R63	R61	0.981	ROBOTS must be controlled via one (1) programmable National Instruments roboRIO (P/N: am3000), with image vers
C5	C4	0.983	Compete with only one (1) ROBOT
R1	R1	0.983	The ROBOT (excluding BUMPERS) must have a FRAME PERIMETER, contained within the BUMPER ZONE, that is comprised
R10	R9	0.985	Lubricants may be used only to reduce friction within the ROBOT
R100	R99	0.985	The OPERATOR CONSOLE must not A
T6	T6	0.986	There are no cascading TIMEOUTS
R21	R20	0.988	If the ROBOT is accessed before the event, the unbagging must be noted on the ROBOT Lock- up form and the ROBO
H2	H2	0.988	Wireless devices not allowed
T4	T4	0.988	An ALLIANCE may not call more than one (1) TIMEOUT during the Playoff MATCHES
T5	T5	0.989	If an ALLIANCE wishes to call a TIMEOUT, the ALLIANCE CAPTAIN must submit their TIMEOUT coupon to the Head REF
R70	R69	0.989	The Wireless Bridge must be mounted on the ROBOT such that the diagnostic lights are visible to ARCADE personn
R53	R51	0.989	The Wireless Bridge (Radio) power must be supplied directly by the 12V 2A output of a CTR Electronics Voltage 
R97	R96	0.989	The Driver Station software provided on the National Instruments website is the only application permitted to 
R38	R37	0.989	The only legal source of electrical energy for the ROBOT during the competition, the ROBOT battery, must be a 
R32	R31	0.990	BUMPERS must be supported by the structure/frame of the ROBOT (see Figure 8-8)
R65	R63	0.991	The roboRIO Ethernet port must be connected to the Wireless Bridge port labeled “18-24 vPOE,” closest to the p
T17	T19	0.991	A Team competing at a Regional Event qualifies for the FIRST Championship by meeting one of the following crit
R24	R23	0.991	BUMPERS must be located entirely within the BUMPER ZONE, which is the volume contained between the floor and a
R5	R4	0.991	The ROBOT weight must not exceed 120 lbs
R18	R17	0.992	If you are attending another event, such as a FIRST Championship or another Regional or District event, you mu
R2	R2	0.992	In the STARTING CONFIGURATION (the physical configuration in which a ROBOT starts a MATCH), no part of the ROB
I4	I5	0.992	Unless the change is listed below, any change to a ROBOT must get re-inspected
R102	R101	0.992	OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an unsafe condition, or interf
R6	R5	0.992	Traction devices must not have surface features such as metal, sandpaper, hard plastic studs, cleats, hook-loo
R75	R74	0.992	If a motor is controlled via the MXP, its power regulating device must be connected by one of the following me
T9	T9	0.992	An ALLIANCE may request neither a TIMEOUT nor a BACKUP TEAM after a Playoff MATCH is stopped by the Head REFER
R72	R71	0.993	The Driver Station software, roboRIO, Power Distribution Panel, Pneumatics Control Modules, Voltage Regulator 
R46	R44	0.994	The one (1) ROBOT battery, a single pair of Anderson Power Products (or APP) 2-pole SB type connectors, the on
T21	T23	0.994	Teams selected from the FIRST Championship Waitlist to participate at the FIRST Championship do not generate W
R101	R100	0.994	Other than the system provided by the ARCADE, no other form of wireless communications shall be used to commun
R96	R95	0.994	The outputs from multiple solenoid valves must not be plumbed together
R54	R52	0.995	The VRM supplying power to the Wireless Bridge per R53 must be connected to the designated supply terminals at
R67	R66	0.995	The roboRIO, Driver Station software, and Wireless Bridge must be configured to correspond to the correct Team
T8	T8	0.995	If during a TIMEOUT an ALLIANCE CAPTAIN determines that they need to call up a BACKUP TEAM, they must submit t
R78	R77	0.996	The PDP CAN interface must be connected to the CAN-bus on the roboRIO (either directly or daisy-chained via an
C9	C12	0.997	Plug in to/be in your PLAYER STATION
T1	T1	0.997	Teams wanting additional Practice MATCHES may not join the Filler Line unless all criteria listed below are me
R12	R11	0.998	No individual, non-KOP item shall have a value that exceeds $500 USD
R22	R21	0.998	At each Event, Teams may have access to a WITHHOLDING ALLOWANCE
R20	R19	0.998	Teams permitted to use the ROBOT Access Period per R19-H may only unlock their ROBOT for a total of six (6) ho
R71	R70	0.998	ROBOTS must use at least one (1), but no more than two (2), diagnostic Robot Signal Lights (RSL) (P/N: 855PB-B
R8	R7	0.998	ROBOT parts shall not be made from hazardous materials, be unsafe, cause an unsafe condition, or interfere wit
R15	R14	0.998	Software and mechanical/electrical designs created before Kickoff are only permitted if the source files (comp
C6	C7	1.000	Show up to your MATCHES
G6	G16	1.000	Keep it together
G13	G12	1.000	If an opponent’s down, back off
H1	H1	1.000	COACHES and other Teams: hands off the controls
I2	I2	1.000	Get inspected before playing a Qualification/Playoff MATCH
I5	I7	1.000	Document your costs
I6	I8	1.000	ROBOTS are off for Inspection, mostly
R13	R12	1.000	The CAW cost of each non-KOP item must be calculated based on the unit fair market value for the material and/
R25	R24	1.000	BUMPERS must not be articulated (relative to the FRAME PERIMETER).
R26	R25	1.000	BUMPERS (the entire BUMPER, not just the cover) must be designed for quick and easy installation and removal t
R29	R28	1.000	Each set of BUMPERS (including any fasteners and/or structures that attach them to the ROBOT) must weigh no mo
R31	R30	1.000	Corner joints between BUMPERS must be filled with pool noodle material
R37	R36	1.000	Servos must be connected to, and only to, one of the following: A
R40	R38	1.000	Any battery charger used to charge a ROBOT battery must have the corresponding Anderson SB connector installed
R44	R42	1.000	Each electrical terminal on the ROBOT battery, main breaker, and their connections (lugs, stripped wire ends, 
R45	R43	1.000	Non-electrical sources of energy used by the ROBOT, (i.e., stored at the start of a MATCH), shall come only fr
R47	R45	1.000	All circuits, with the exceptions of those listed in R52 and R54, must connect to, and have power sourced sole
R49	R47	1.000	The 120A circuit breaker must be quickly and safely accessible from the exterior of the ROBOT
R50	R48	1.000	The PDP, associated wiring, and all circuit breakers must be easily visible for Inspection.
R51	R49	1.000	Any active electrical item that is not an actuator (specified in R33) or core Control System item (specified i
R52	R50	1.000	The roboRIO power input must be connected to the dedicated supply terminals on the PDP shown in Figure 8-10
R55	R53	1.000	Only one wire shall be connected to each WAGO connector on the PDP
R57	R55	1.000	The fuses in the PDP shall only be replaced with functionally identical fuses (mini automotive blade fuses wit
R58	R56	1.000	Each branch circuit must be protected by one and only one circuit breaker on the PDP per Table 8-3
R60	R58	1.000	Branch circuits may include intermediate elements such as COTS connectors, splices, COTS flexible/rolling/slid
R62	R60	1.000	CUSTOM CIRCUITS shall not directly alter the power pathways between the ROBOT battery, PDP, motor controllers,
R64	R62	1.000	One (1) OpenMesh Wireless Bridge (P/N: OM5P-AN or OM5P-AC), that has been configured with the appropriate encr
R69	R68	1.000	No form of wireless communication shall be used to communicate to, from, or within the ROBOT, except those req
R73	R72	1.000	Neither 12VDC power nor relay module or motor controller outputs shall be directly connected to the roboRIO (w
R80	R79	1.000	To satisfy multiple constraints associated with safety, consistency, Inspection, and constructive innovation, 
R82	R81	1.000	All pneumatic COMPONENTS must be used in their original, unaltered condition
R86	R85	1.000	The compressor (permitted per R85) may be located off-board the ROBOT, however the compressor must still be co
R87	R86	1.000	“Stored” air pressure on the ROBOT must be no greater than 120 psi (~827 kPa)
R88	R87	1.000	“Working” air pressure on the ROBOT must be no greater than 60 psi (~413 kPa) and must be provided through a s
R90	R89	1.000	Pressure gauges must be placed in easily visible locations upstream and downstream of the regulator to display
R91	R90	1.000	If the compressor is not included on the ROBOT (under the provisions of R87) the “stored” pressure gauge and p
R92	R91	1.000	If the stored pressure gauge is kept off-board the ROBOT with the compressor, then only low- pressure (60 psi 
R94	R93	1.000	The pressure switch requirements are: A
R95	R94	1.000	Any pressure vent plug must be: A
R98	R97	1.000	The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS used by the DRIVERS and/or HUMAN PLAYER to relay co
R99	R98	1.000	Devices hosting the Driver Station software must only interface with the Field Management System (FMS) via the
T3	T3	1.000	Egregious or repeated violations of any rule or procedure is prohibited
T7	T7	1.000	TIMEOUTS are not transferrable between ALLIANCES
T11	T11	1.000	The ALLIANCE CAPTAIN must report the LINEUP to the Head REFEREE, or their designee, in writing prior to end of
T12	T12	1.000	Once the LINEUP has been declared, it cannot be changed unless there is a TIMEOUT
T18	T20	1.000	All Regional events have a minimum of one (1) Wild Card slot
T19	T21	1.000	If a member of the Finalist ALLIANCE has already qualified for the FIRST Championship, per T16, they are skipp
T20	T22	1.000	Unused Wild Card slots will not be backfilled or replaced
