2023_id	2022_ancestor	sim	2023_headline
R707	R707	1.000	No other wireless allowed.No form of wireless communication shall be used to communicate to, from, or within t
R708	R708	1.000	Wireless bridge must be visible.The wireless bridge must be mounted on the ROBOT such that the diagnostic ligh
R711	R711	1.000	Don’t connect motor outputs to roboRIO
R712	R712	1.000	Control PWM controllers from the roboRIO.Every relay module (per R503-B), servo controller, and PWM motor cont
R713	R713	1.000	Only approved MXP devices can control actuators.If a motor is controlled via the MXP, its power regulating dev
R714	R714	1.000	Control CAN motor controllers from the roboRIO
R716	R716	1.000	Connect the PDP/PDH to the roboRIO CAN bus.The PDP/PDH CAN interface must be connected to the built-in CAN bus
R717	R717	1.000	Don’t alter the CAN bus
R718	R718	1.000	USB to CAN adapter permitted.Additional CAN bus connections may be added to the roboRIO using the CTR Electron
R801	R801	1.000	Only use explicitly permitted pneumatic parts.To satisfy multiple constraints associated with safety, consiste
R802	R802	1.000	No custom pneumatics and meet minimum pressure ratings.All pneumatic items must be COTS pneumatic devices and 
R803	R803	1.000	Don’t modify pneumatics.All pneumatic COMPONENTS must be used in their original, unaltered condition
R804	R804	1.000	Only use specific pneumatic devices
R806	R806	1.000	Compressed air from ROBOT compressor only.Throughout an event, compressed air on the ROBOT must be provided by
R807	R807	1.000	Air storage pressure limit.Stored air pressure on the ROBOT must be no greater than 120 psi (~827 kPa)
R808	R808	1.000	Working air pressure limit.Working air pressure (air pressure used to actuate devices) on the ROBOT must be no
R809	R809	1.000	Limited devices at high pressure.Only the compressor, relief valve, pressure switch, pressure vent plug, press
R810	R810	1.000	Pressure gauges must be visible.Pressure gauges must be placed in easily visible locations upstream and downst
R811	R811	1.000	Relief valve requirements.The relief valve must be attached directly to the compressor or attached by legal ha
R813	R813	1.000	Vent plug requirements.Any pressure vent plug must be: A.connected to the pneumatic circuit such that, when ma
R814	R814	1.000	Don’t connect solenoid outputs together.The outputs from multiple solenoid valves must not be plumbed together
R902	R902	1.000	The OPERATOR CONSOLE must have a visible display.The OPERATOR CONSOLE, the set of COMPONENTS and MECHANISMS us
R903	R903	1.000	Connect FMS Ethernet directly to the OPERATOR CONSOLE
R904	R904	1.000	OPERATOR CONSOLE physical requirements
R905	R905	1.000	FIELD wireless only.Other than the system provided by the FIELD, no other form of wireless communications shal
R906	R906	1.000	No unsafe OPERATOR CONSOLES.OPERATOR CONSOLES shall not be made using hazardous materials, be unsafe, cause an
