year,event,week,team,opr,auto,teleop,endgame,foul,rp,total
2026,2026mndu,Week 1,2847,79.983,,,,1.101,1.222,79.983
2026,2026mndu,Week 1,2503,79.538,,,,0.986,1.902,79.538
2026,2026mndu,Week 1,3297,72.308,,,,5.736,2.175,72.308
2026,2026mndu,Week 1,7797,71.625,,,,4.216,1.483,71.625
2026,2026mndu,Week 1,4009,67.9,,,,2.884,1.343,67.9
2026,2026mndu,Week 1,3267,67.273,,,,4.731,0.636,67.273
2026,2026mndu,Week 1,3130,63.591,,,,3.624,1.589,63.591
2026,2026mndu,Week 1,2861,63.099,,,,4.145,1.296,63.099
2026,2026mndu,Week 1,2846,61.504,,,,-1.515,2.081,61.504
2026,2026mndu,Week 1,5690,58.817,,,,0.277,0.955,58.817
2026,2026mndu,Week 1,2823,50.805,,,,0.136,0.563,50.805
2026,2026mndu,Week 1,11223,49.968,,,,-0.521,0.972,49.968
2026,2026mndu,Week 1,4674,46.071,,,,0.12,1.314,46.071
2026,2026mndu,Week 1,4778,43.536,,,,5.043,1.407,43.536
2026,2026mndu,Week 1,3926,34.395,,,,6.217,0.764,34.395
2026,2026mndu,Week 1,3082,33.225,,,,0.619,0.169,33.225
2026,2026mndu,Week 1,6147,32.047,,,,-1.706,0.668,32.047
2026,2026mndu,Week 1,4656,31.66,,,,1.845,0.101,31.66
2026,2026mndu,Week 1,2181,28.191,,,,-1.1,0.579,28.191
2026,2026mndu,Week 1,4624,26.694,,,,1.7,0.667,26.694
2026,2026mndu,Week 1,6217,26.585,,,,-2.45,0.189,26.585
2026,2026mndu,Week 1,3883,26.444,,,,-0.457,0.232,26.444
2026,2026mndu,Week 1,3630,26.104,,,,2.202,0.698,26.104
2026,2026mndu,Week 1,2501,23.439,,,,4.982,-0.147,23.439
2026,2026mndu,Week 1,8422,23.26,,,,-0.324,0.98,23.26
2026,2026mndu,Week 1,5658,23.044,,,,1.574,-0.147,23.044
2026,2026mndu,Week 1,10490,18.577,,,,3.696,-0.656,18.577
2026,2026mndu,Week 1,3691,18.097,,,,-1.635,-0.827,18.097
2026,2026mndu,Week 1,4741,17.124,,,,3.464,-0.238,17.124
2026,2026mndu,Week 1,4166,16.327,,,,1.748,0.16,16.327
2026,2026mndu,Week 1,3294,15.053,,,,-1.318,0.568,15.053
2026,2026mndu,Week 1,4536,13.875,,,,1.152,0.703,13.875
2026,2026mndu,Week 1,7849,13.758,,,,0.095,0.937,13.758
2026,2026mndu,Week 1,6044,13.054,,,,-0.002,-0.383,13.054
2026,2026mndu,Week 1,8516,11.731,,,,-0.524,-0.434,11.731
2026,2026mndu,Week 1,3042,11.454,,,,1.437,0.426,11.454
2026,2026mndu,Week 1,7864,6.957,,,,-0.853,0.897,6.957
2026,2026mndu,Week 1,4511,6.233,,,,-1.234,0.195,6.233
2026,2026mndu,Week 1,4693,3.451,,,,0.761,-0.05,3.451
2026,2026mndu,Week 1,2526,-2.476,,,,1.245,-0.987,-2.476
2026,2026mndu2,Week 1,6907,157.77,,,,7.584,2.767,157.77
2026,2026mndu2,Week 1,2052,133.527,,,,1.574,2.571,133.527
2026,2026mndu2,Week 1,2491,111.418,,,,3.99,1.778,111.418
2026,2026mndu2,Week 1,6045,109.95,,,,6.301,1.986,109.95
2026,2026mndu2,Week 1,5913,109.754,,,,-2.579,1.575,109.754
2026,2026mndu2,Week 1,2472,54.027,,,,2.75,0.988,54.027
2026,2026mndu2,Week 1,3102,50.496,,,,2.683,0.981,50.496
2026,2026mndu2,Week 1,8122,49.537,,,,3.504,1.595,49.537
2026,2026mndu2,Week 1,9532,47.576,,,,2.773,0.539,47.576
2026,2026mndu2,Week 1,6758,42.776,,,,1.339,1.012,42.776
2026,2026mndu2,Week 1,4687,42.456,,,,-2.389,1.032,42.456
2026,2026mndu2,Week 1,2177,41.669,,,,-1.851,0.834,41.669
2026,2026mndu2,Week 1,2855,40.874,,,,-1.322,0.625,40.874
2026,2026mndu2,Week 1,11292,33.514,,,,4.539,0.479,33.514
2026,2026mndu2,Week 1,4181,29.463,,,,-0.546,0.688,29.463
2026,2026mndu2,Week 1,5232,26.335,,,,0.247,-0.193,26.335
2026,2026mndu2,Week 1,7041,24.132,,,,-0.46,0.971,24.132
2026,2026mndu2,Week 1,10711,23.916,,,,2.482,0.785,23.916
2026,2026mndu2,Week 1,1622,21.753,,,,-1.215,0.716,21.753
2026,2026mndu2,Week 1,3212,19.89,,,,-0.0,0.574,19.89
2026,2026mndu2,Week 1,3610,19.108,,,,-1.016,0.277,19.108
2026,2026mndu2,Week 1,4226,18.432,,,,-0.732,0.038,18.432
2026,2026mndu2,Week 1,3298,18.409,,,,1.734,0.262,18.409
2026,2026mndu2,Week 1,6047,18.087,,,,3.104,0.826,18.087
2026,2026mndu2,Week 1,3008,17.855,,,,-0.104,0.506,17.855
2026,2026mndu2,Week 1,2502,16.873,,,,-1.748,0.402,16.873
2026,2026mndu2,Week 1,2574,15.201,,,,0.346,0.292,15.201
2026,2026mndu2,Week 1,4623,14.582,,,,-1.789,0.236,14.582
2026,2026mndu2,Week 1,2239,13.98,,,,1.469,0.262,13.98
2026,2026mndu2,Week 1,3054,12.499,,,,2.26,0.026,12.499
2026,2026mndu2,Week 1,6132,10.894,,,,2.091,0.194,10.894
2026,2026mndu2,Week 1,5275,9.411,,,,5.785,0.765,9.411
2026,2026mndu2,Week 1,2500,8.947,,,,0.633,0.566,8.947
2026,2026mndu2,Week 1,5253,6.194,,,,0.947,0.254,6.194
2026,2026mndu2,Week 1,2129,5.996,,,,5.37,-0.428,5.996
2026,2026mndu2,Week 1,2169,5.98,,,,1.082,0.798,5.98
2026,2026mndu2,Week 1,10474,5.488,,,,-0.022,-0.44,5.488
2026,2026mndu2,Week 1,2512,3.577,,,,-0.676,-0.732,3.577
2026,2026mndu2,Week 1,5720,2.95,,,,-0.705,0.724,2.95
2026,2026mndu2,Week 1,5278,-5.86,,,,-2.342,-0.58,-5.86
2026,2026mndu2,Week 1,4230,-7.662,,,,-0.786,0.29,-7.662
2026,2026mndu2,Week 1,2227,-18.955,,,,-1.576,-1.203,-18.955
2026,2026mnwi,Week 1,4646,159.431,,,,0.418,1.913,159.431
2026,2026mnwi,Week 1,111,138.492,,,,2.552,1.254,138.492
2026,2026mnwi,Week 1,4143,131.912,,,,5.69,1.99,131.912
2026,2026mnwi,Week 1,3928,130.818,,,,2.116,1.858,130.818
2026,2026mnwi,Week 1,4065,130.016,,,,5.612,1.426,130.016
2026,2026mnwi,Week 1,4174,130.011,,,,-2.823,1.932,130.011
2026,2026mnwi,Week 1,5847,126.941,,,,0.483,2.013,126.941
2026,2026mnwi,Week 1,695,111.967,,,,-0.286,1.421,111.967
2026,2026mnwi,Week 1,6419,107.047,,,,0.739,1.047,107.047
2026,2026mnwi,Week 1,7858,69.653,,,,5.871,1.245,69.653
2026,2026mnwi,Week 1,4663,69.533,,,,-3.208,0.898,69.533
2026,2026mnwi,Week 1,3061,69.508,,,,0.395,1.371,69.508
2026,2026mnwi,Week 1,2530,68.102,,,,3.159,1.865,68.102
2026,2026mnwi,Week 1,2220,59.427,,,,4.496,1.091,59.427
2026,2026mnwi,Week 1,9082,51.378,,,,-2.888,0.507,51.378
2026,2026mnwi,Week 1,967,51.018,,,,5.266,1.056,51.018
2026,2026mnwi,Week 1,7531,45.175,,,,2.072,0.867,45.175
2026,2026mnwi,Week 1,2987,40.739,,,,0.526,0.916,40.739
2026,2026mnwi,Week 1,4859,37.252,,,,3.079,0.971,37.252
2026,2026mnwi,Week 1,112,34.7,,,,-0.338,0.105,34.7
2026,2026mnwi,Week 1,5822,31.992,,,,2.412,-0.407,31.992
2026,2026mnwi,Week 1,2508,30.448,,,,-1.732,1.177,30.448
2026,2026mnwi,Week 1,2977,29.203,,,,0.259,0.377,29.203
2026,2026mnwi,Week 1,2358,28.382,,,,2.461,0.169,28.382
2026,2026mnwi,Week 1,3206,26.885,,,,-1.09,0.326,26.885
2026,2026mnwi,Week 1,3055,26.263,,,,-1.587,0.827,26.263
2026,2026mnwi,Week 1,11246,25.835,,,,-0.828,-0.088,25.835
2026,2026mnwi,Week 1,7850,24.411,,,,3.957,0.659,24.411
2026,2026mnwi,Week 1,2549,23.473,,,,-2.094,-0.134,23.473
2026,2026mnwi,Week 1,167,22.549,,,,3.546,1.078,22.549
2026,2026mnwi,Week 1,3090,20.008,,,,0.429,0.539,20.008
2026,2026mnwi,Week 1,2667,17.581,,,,0.574,-0.069,17.581
2026,2026mnwi,Week 1,5914,14.893,,,,8.197,0.685,14.893
2026,2026mnwi,Week 1,525,14.639,,,,-2.739,-0.233,14.639
2026,2026mnwi,Week 1,5541,12.445,,,,-0.794,0.019,12.445
2026,2026mnwi,Week 1,2531,7.759,,,,-0.735,-0.497,7.759
2026,2026mnwi,Week 1,3284,7.493,,,,3.393,0.245,7.493
2026,2026mnwi,Week 1,5339,7.153,,,,2.405,-0.498,7.153
2026,2026mnwi,Week 1,2290,6.494,,,,4.117,-0.446,6.494
2026,2026mnwi,Week 1,5576,-3.1,,,,2.266,-0.136,-3.1
2026,2026mnwi,Week 1,6420,-6.003,,,,1.518,0.19,-6.003
2026,2026okok,Week 1,4635,204.484,,,,7.194,3.279,204.484
2026,2026okok,Week 1,1706,197.861,,,,0.691,3.02,197.861
2026,2026okok,Week 1,3931,119.426,,,,2.453,2.031,119.426
2026,2026okok,Week 1,2718,109.686,,,,-0.013,1.854,109.686
2026,2026okok,Week 1,4256,107.846,,,,3.146,1.459,107.846
2026,2026okok,Week 1,4522,106.373,,,,-0.273,1.116,106.373
2026,2026okok,Week 1,1939,105.315,,,,6.176,1.982,105.315
2026,2026okok,Week 1,2373,105.269,,,,-3.752,1.035,105.269
2026,2026okok,Week 1,2383,102.107,,,,6.76,1.221,102.107
2026,2026okok,Week 1,4766,73.511,,,,3.407,1.36,73.511
2026,2026okok,Week 1,1561,63.368,,,,-1.968,0.891,63.368
2026,2026okok,Week 1,2773,60.167,,,,2.863,0.754,60.167
2026,2026okok,Week 1,2183,59.026,,,,0.429,0.509,59.026
2026,2026okok,Week 1,6391,55.87,,,,4.088,1.233,55.87
2026,2026okok,Week 1,6424,49.001,,,,5.087,0.898,49.001
2026,2026okok,Week 1,5889,48.999,,,,-1.836,0.732,48.999
2026,2026okok,Week 1,6809,48.758,,,,1.308,0.518,48.758
2026,2026okok,Week 1,4500,41.056,,,,3.817,0.356,41.056
2026,2026okok,Week 1,3526,40.616,,,,-2.698,0.581,40.616
2026,2026okok,Week 1,2457,38.125,,,,2.113,0.753,38.125
2026,2026okok,Week 1,3465,36.791,,,,-1.456,0.805,36.791
2026,2026okok,Week 1,5550,33.337,,,,3.805,0.553,33.337
2026,2026okok,Week 1,3179,31.98,,,,0.118,0.209,31.98
2026,2026okok,Week 1,2333,31.169,,,,0.088,0.204,31.169
2026,2026okok,Week 1,3160,28.074,,,,3.964,0.65,28.074
2026,2026okok,Week 1,5968,28.064,,,,-1.553,0.886,28.064
2026,2026okok,Week 1,2359,25.648,,,,1.209,1.363,25.648
2026,2026okok,Week 1,6026,25.064,,,,2.461,0.53,25.064
2026,2026okok,Week 1,3892,25.031,,,,2.38,0.118,25.031
2026,2026okok,Week 1,2165,24.769,,,,1.98,0.621,24.769
2026,2026okok,Week 1,4005,22.791,,,,-0.761,0.159,22.791
2026,2026okok,Week 1,4523,21.598,,,,-1.948,0.139,21.598
2026,2026okok,Week 1,10661,18.234,,,,-0.362,-0.086,18.234
2026,2026okok,Week 1,2341,17.395,,,,2.751,0.922,17.395
2026,2026okok,Week 1,9551,15.252,,,,4.013,-0.544,15.252
2026,2026okok,Week 1,34,11.495,,,,2.287,-0.531,11.495
2026,2026okok,Week 1,1209,6.109,,,,1.455,1.245,6.109
2026,2026okok,Week 1,4206,4.233,,,,3.081,-0.086,4.233
2026,2026okok,Week 1,1785,3.364,,,,0.223,0.022,3.364
2026,2026okok,Week 1,2352,2.442,,,,3.929,0.183,2.442
2026,2026okok,Week 1,8711,0.068,,,,-0.114,-0.239,0.068
2026,2026okok,Week 1,10377,-1.929,,,,2.231,-0.886,-1.929
2026,2026okok,Week 1,3247,-2.612,,,,3.848,0.147,-2.612
2026,2026okok,Week 1,31,-4.375,,,,-2.992,-0.355,-4.375
2026,2026okok,Week 1,9472,-6.215,,,,-3.271,-0.251,-6.215
2026,2026okok,Week 1,1806,-9.925,,,,-1.942,0.118,-9.925
2026,2026bcvi,Week 1,359,209.332,,,,6.07,2.507,209.332
2026,2026bcvi,Week 1,3683,174.578,,,,-0.134,2.655,174.578
2026,2026bcvi,Week 1,3990,153.087,,,,-0.339,1.835,153.087
2026,2026bcvi,Week 1,4421,148.005,,,,1.685,2.07,148.005
2026,2026bcvi,Week 1,6766,143.091,,,,14.015,2.095,143.091
2026,2026bcvi,Week 1,9406,114.676,,,,4.222,2.004,114.676
2026,2026bcvi,Week 1,4270,111.074,,,,0.391,2.116,111.074
2026,2026bcvi,Week 1,610,78.082,,,,-1.935,1.825,78.082
2026,2026bcvi,Week 1,10120,60.082,,,,2.433,1.29,60.082
2026,2026bcvi,Week 1,9449,57.554,,,,3.013,1.338,57.554
2026,2026bcvi,Week 1,10951,50.808,,,,4.003,0.722,50.808
2026,2026bcvi,Week 1,7688,48.644,,,,1.453,0.553,48.644
2026,2026bcvi,Week 1,5461,39.838,,,,8.025,0.025,39.838
2026,2026bcvi,Week 1,8331,39.277,,,,4.292,0.743,39.277
2026,2026bcvi,Week 1,4627,34.791,,,,4.091,0.501,34.791
2026,2026bcvi,Week 1,6188,33.125,,,,1.549,0.262,33.125
2026,2026bcvi,Week 1,8338,32.266,,,,-1.745,0.393,32.266
2026,2026bcvi,Week 1,9277,28.82,,,,-0.705,0.401,28.82
2026,2026bcvi,Week 1,9719,28.16,,,,0.295,0.644,28.16
2026,2026bcvi,Week 1,6390,26.006,,,,3.055,0.33,26.006
2026,2026bcvi,Week 1,10527,21.549,,,,0.034,-0.067,21.549
2026,2026bcvi,Week 1,7135,21.275,,,,0.493,-0.332,21.275
2026,2026bcvi,Week 1,9465,20.899,,,,-3.246,-0.06,20.899
2026,2026bcvi,Week 1,7287,20.735,,,,-0.864,0.697,20.735
2026,2026bcvi,Week 1,11149,18.726,,,,-0.557,0.041,18.726
2026,2026bcvi,Week 1,8790,17.777,,,,-1.574,-0.229,17.777
2026,2026bcvi,Week 1,8339,13.475,,,,0.539,0.288,13.475
2026,2026bcvi,Week 1,7334,13.344,,,,2.563,0.545,13.344
2026,2026bcvi,Week 1,2013,12.591,,,,-0.772,0.303,12.591
2026,2026bcvi,Week 1,11354,12.305,,,,-0.676,0.62,12.305
2026,2026bcvi,Week 1,7190,12.293,,,,3.601,0.71,12.293
2026,2026bcvi,Week 1,10427,12.199,,,,1.831,0.787,12.199
2026,2026bcvi,Week 1,10384,10.594,,,,14.432,0.398,10.594
2026,2026bcvi,Week 1,4862,10.27,,,,2.576,-0.138,10.27
2026,2026bcvi,Week 1,6364,10.194,,,,0.863,0.522,10.194
2026,2026bcvi,Week 1,9180,9.53,,,,-2.206,-0.119,9.53
2026,2026bcvi,Week 1,9474,8.95,,,,-1.344,0.546,8.95
2026,2026bcvi,Week 1,11302,8.589,,,,4.521,-0.475,8.589
2026,2026bcvi,Week 1,7796,8.033,,,,1.407,-0.371,8.033
2026,2026bcvi,Week 1,9649,7.853,,,,4.364,0.432,7.853
2026,2026bcvi,Week 1,7332,5.652,,,,-0.36,0.098,5.652
2026,2026bcvi,Week 1,11391,3.731,,,,-2.023,0.25,3.731
2026,2026bcvi,Week 1,11410,1.167,,,,1.824,0.875,1.167
2026,2026bcvi,Week 1,9550,-12.525,,,,-0.594,-0.069,-12.525
2026,2026gadal,Week 1,1002,115.117,,,,2.006,1.917,115.117
2026,2026gadal,Week 1,6919,109.702,,,,0.812,2.133,109.702
2026,2026gadal,Week 1,2974,87.537,,,,1.293,1.078,87.537
2026,2026gadal,Week 1,6829,78.049,,,,-1.65,1.579,78.049
2026,2026gadal,Week 1,9477,55.458,,,,0.061,1.86,55.458
2026,2026gadal,Week 1,6772,52.778,,,,3.548,0.989,52.778
2026,2026gadal,Week 1,7451,51.69,,,,3.723,1.592,51.69
2026,2026gadal,Week 1,3329,45.549,,,,6.062,0.613,45.549
2026,2026gadal,Week 1,4026,42.308,,,,-0.674,1.405,42.308
2026,2026gadal,Week 1,8736,35.63,,,,4.088,0.747,35.63
2026,2026gadal,Week 1,1746,32.539,,,,1.287,0.602,32.539
2026,2026gadal,Week 1,10376,25.777,,,,0.312,0.397,25.777
2026,2026gadal,Week 1,4730,25.717,,,,1.264,0.012,25.717
2026,2026gadal,Week 1,10338,23.547,,,,-1.357,0.547,23.547
2026,2026gadal,Week 1,5900,22.895,,,,1.013,0.287,22.895
2026,2026gadal,Week 1,6887,20.931,,,,1.534,1.194,20.931
2026,2026gadal,Week 1,8866,20.413,,,,1.063,0.373,20.413
2026,2026gadal,Week 1,4112,19.657,,,,0.513,0.488,19.657
2026,2026gadal,Week 1,832,18.314,,,,2.211,0.748,18.314
2026,2026gadal,Week 1,11214,14.238,,,,1.505,0.593,14.238
2026,2026gadal,Week 1,8849,12.188,,,,4.106,-0.506,12.188
2026,2026gadal,Week 1,5219,10.439,,,,1.555,0.947,10.439
2026,2026gadal,Week 1,7514,8.902,,,,-1.774,0.2,8.902
2026,2026gadal,Week 1,6023,7.657,,,,-2.347,-0.114,7.657
2026,2026gadal,Week 1,9480,7.162,,,,-0.092,0.616,7.162
2026,2026gadal,Week 1,9770,6.665,,,,3.6,-0.252,6.665
2026,2026gadal,Week 1,8761,6.044,,,,-1.961,-0.057,6.044
2026,2026gadal,Week 1,5608,4.796,,,,1.16,-0.299,4.796
2026,2026gadal,Week 1,6905,4.095,,,,-0.471,-0.177,4.095
2026,2026gadal,Week 1,7676,2.72,,,,-1.086,-0.351,2.72
2026,2026gadal,Week 1,6712,-2.931,,,,-2.554,-0.41,-2.931
2026,2026milak,Week 1,2767,179.295,,,,3.021,2.9,179.295
2026,2026milak,Week 1,6002,160.513,,,,2.382,2.229,160.513
2026,2026milak,Week 1,8608,149.478,,,,-0.651,2.465,149.478
2026,2026milak,Week 1,4237,113.401,,,,0.648,2.096,113.401
2026,2026milak,Week 1,245,61.724,,,,-0.448,1.339,61.724
2026,2026milak,Week 1,5675,60.832,,,,-0.668,0.851,60.832
2026,2026milak,Week 1,5676,60.344,,,,-0.893,1.932,60.344
2026,2026milak,Week 1,3875,54.234,,,,-0.912,1.181,54.234
2026,2026milak,Week 1,1188,52.938,,,,1.024,0.676,52.938
2026,2026milak,Week 1,5559,52.066,,,,0.516,1.284,52.066
2026,2026milak,Week 1,8126,47.922,,,,-1.097,1.438,47.922
2026,2026milak,Week 1,5152,46.801,,,,1.284,1.023,46.801
2026,2026milak,Week 1,858,39.912,,,,0.411,0.452,39.912
2026,2026milak,Week 1,11386,35.365,,,,-0.453,0.578,35.365
2026,2026milak,Week 1,9215,34.158,,,,1.227,0.54,34.158
2026,2026milak,Week 1,8397,29.604,,,,2.471,0.015,29.604
2026,2026milak,Week 1,3658,22.935,,,,1.884,0.678,22.935
2026,2026milak,Week 1,5623,20.82,,,,0.647,0.276,20.82
2026,2026milak,Week 1,10651,20.565,,,,-1.042,0.727,20.565
2026,2026milak,Week 1,5248,17.626,,,,-0.34,0.887,17.626
2026,2026milak,Week 1,9566,16.328,,,,1.187,0.701,16.328
2026,2026milak,Week 1,10473,15.563,,,,-0.413,0.082,15.563
2026,2026milak,Week 1,2959,14.45,,,,1.041,0.635,14.45
2026,2026milak,Week 1,5610,13.006,,,,0.71,0.513,13.006
2026,2026milak,Week 1,7911,12.936,,,,-1.303,0.101,12.936
2026,2026milak,Week 1,11407,12.684,,,,-0.428,0.112,12.684
2026,2026milak,Week 1,5980,11.637,,,,1.632,0.209,11.637
2026,2026milak,Week 1,7226,11.506,,,,-0.458,0.142,11.506
2026,2026milak,Week 1,9672,10.895,,,,0.265,0.806,10.895
2026,2026milak,Week 1,8041,8.382,,,,-1.06,-0.151,8.382
2026,2026milak,Week 1,4327,8.246,,,,1.904,0.137,8.246
2026,2026milak,Week 1,7256,7.783,,,,1.06,-0.277,7.783
2026,2026milak,Week 1,9239,5.133,,,,0.755,-0.594,5.133
2026,2026milak,Week 1,7658,3.669,,,,3.793,0.664,3.669
2026,2026milak,Week 1,9638,2.261,,,,0.81,-0.47,2.261
2026,2026milak,Week 1,9703,0.007,,,,-0.352,-0.491,0.007
2026,2026milak,Week 1,9203,-0.773,,,,-0.554,-0.851,-0.773
2026,2026milak,Week 1,4453,-6.414,,,,-0.517,0.081,-6.414
2026,2026sccha,Week 1,9496,211.618,,,,-0.441,2.645,211.618
2026,2026sccha,Week 1,1648,70.013,,,,0.797,2.092,70.013
2026,2026sccha,Week 1,4451,58.456,,,,3.933,2.065,58.456
2026,2026sccha,Week 1,342,56.649,,,,-3.478,1.393,56.649
2026,2026sccha,Week 1,11167,41.026,,,,2.007,0.904,41.026
2026,2026sccha,Week 1,6366,40.404,,,,0.04,1.031,40.404
2026,2026sccha,Week 1,7085,37.85,,,,5.108,0.371,37.85
2026,2026sccha,Week 1,8116,35.502,,,,-0.579,1.232,35.502
2026,2026sccha,Week 1,10367,29.078,,,,-0.893,0.826,29.078
2026,2026sccha,Week 1,3490,28.607,,,,2.91,0.443,28.607
2026,2026sccha,Week 1,6167,25.808,,,,-0.173,0.307,25.808
2026,2026sccha,Week 1,11254,25.442,,,,1.455,0.92,25.442
2026,2026sccha,Week 1,11398,24.878,,,,-0.586,0.123,24.878
2026,2026sccha,Week 1,4864,22.589,,,,0.702,0.443,22.589
2026,2026sccha,Week 1,10619,22.382,,,,-0.173,-0.05,22.382
2026,2026sccha,Week 1,11424,21.009,,,,-0.876,0.846,21.009
2026,2026sccha,Week 1,4083,20.901,,,,1.765,-0.13,20.901
2026,2026sccha,Week 1,8430,15.849,,,,7.158,0.786,15.849
2026,2026sccha,Week 1,3976,11.193,,,,2.398,0.017,11.193
2026,2026sccha,Week 1,4533,6.809,,,,5.462,0.053,6.809
2026,2026sccha,Week 1,8137,3.792,,,,-1.863,-0.298,3.792
2026,2026sccha,Week 1,10361,2.966,,,,-0.46,0.023,2.966
2026,2026sccha,Week 1,10231,2.132,,,,1.794,0.405,2.132
2026,2026sccha,Week 1,10388,1.511,,,,3.026,-0.09,1.511
2026,2026sccha,Week 1,10591,-0.19,,,,-0.421,0.323,-0.19
2026,2026sccha,Week 1,1293,-3.74,,,,2.524,-0.447,-3.74
2026,2026sccha,Week 1,3489,-9.618,,,,0.949,-0.4,-9.618
2026,2026txbel,Week 1,2468,170.154,,,,3.482,2.625,170.154
2026,2026txbel,Week 1,148,129.351,,,,5.809,2.321,129.351
2026,2026txbel,Week 1,1296,118.721,,,,4.115,1.712,118.721
2026,2026txbel,Week 1,2881,93.073,,,,2.261,1.568,93.073
2026,2026txbel,Week 1,2689,76.855,,,,-0.478,2.171,76.855
2026,2026txbel,Week 1,624,73.885,,,,1.687,1.405,73.885
2026,2026txbel,Week 1,418,59.025,,,,0.252,0.718,59.025
2026,2026txbel,Week 1,2687,55.891,,,,3.02,1.37,55.891
2026,2026txbel,Week 1,9506,41.26,,,,2.5,0.824,41.26
2026,2026txbel,Week 1,436,38.396,,,,0.596,1.252,38.396
2026,2026txbel,Week 1,11178,35.84,,,,7.544,1.489,35.84
2026,2026txbel,Week 1,2728,34.968,,,,-2.602,-0.135,34.968
2026,2026txbel,Week 1,9418,33.263,,,,4.13,1.076,33.263
2026,2026txbel,Week 1,8749,32.61,,,,1.519,1.066,32.61
2026,2026txbel,Week 1,10014,30.118,,,,2.713,0.089,30.118
2026,2026txbel,Week 1,6672,29.687,,,,3.861,-0.033,29.687
2026,2026txbel,Week 1,2789,28.173,,,,2.678,0.196,28.173
2026,2026txbel,Week 1,5103,21.988,,,,3.608,0.221,21.988
2026,2026txbel,Week 1,7271,21.927,,,,-0.44,0.221,21.927
2026,2026txbel,Week 1,2714,19.969,,,,-1.873,0.27,19.969
2026,2026txbel,Week 1,9080,19.584,,,,0.9,0.462,19.584
2026,2026txbel,Week 1,10518,16.18,,,,1.934,0.96,16.18
2026,2026txbel,Week 1,8769,15.236,,,,-2.253,0.149,15.236
2026,2026txbel,Week 1,4610,13.957,,,,1.23,0.419,13.957
2026,2026txbel,Week 1,6526,13.776,,,,0.875,0.184,13.776
2026,2026txbel,Week 1,6171,12.354,,,,0.193,-0.438,12.354
2026,2026txbel,Week 1,9786,11.941,,,,3.587,-0.185,11.941
2026,2026txbel,Week 1,9121,8.926,,,,1.398,0.113,8.926
2026,2026txbel,Week 1,5986,5.329,,,,-2.802,0.418,5.329
2026,2026txbel,Week 1,5503,4.626,,,,0.988,-0.317,4.626
2026,2026txbel,Week 1,7125,4.033,,,,-0.004,-0.221,4.033
2026,2026txbel,Week 1,4364,1.846,,,,-1.71,0.677,1.846
2026,2026txbel,Week 1,3240,-2.027,,,,6.28,-1.231,-2.027
2026,2026orsal,Week 1,5468,146.236,,,,6.699,2.094,146.236
2026,2026orsal,Week 1,1540,128.0,,,,-0.409,2.002,128.0
2026,2026orsal,Week 1,846,126.746,,,,4.935,1.748,126.746
