year,event,week,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2023,2023isde2,Week 1,2231,5951,1580,5635,1937,4590,84,72
2023,2023isde2,Week 1,2212,3316,7039,3075,3835,4744,108,65
2023,2023isde2,Week 1,7112,1954,9303,4320,5614,4586,48,64
2023,2023isde2,Week 1,7845,6104,2231,5928,1942,5951,73,70
2023,2023isde2,Week 1,3075,2679,4590,5715,7039,1657,78,48
2023,2023isde2,Week 1,4416,1937,2212,1954,3339,3835,43,46
2023,2023isde2,Week 1,5928,1580,7112,1942,8175,5614,29,48
2023,2023isde2,Week 1,4320,7845,9303,3316,6104,5635,67,83
2023,2023isde2,Week 1,5987,4416,4586,4744,1937,5715,89,47
2023,2023isde2,Week 1,5614,4590,1580,3339,3075,1942,62,124
2023,2023isde2,Week 1,5928,8175,3316,2212,1657,7845,74,99
2023,2023isde2,Week 1,4586,7112,3835,4744,5987,6104,51,73
2023,2023isde2,Week 1,2679,4320,2231,7039,9303,5635,79,92
2023,2023isde2,Week 1,5951,5614,1937,1954,2212,3075,67,82
2023,2023isde2,Week 1,6104,1580,8175,3316,5715,7112,26,61
2023,2023isde2,Week 1,1942,7845,3835,3339,4416,5635,108,82
2023,2023isde2,Week 1,5987,4586,2231,4320,5951,1657,85,67
2023,2023isde2,Week 1,7039,4744,4590,2679,5928,9303,95,57
2023,2023isde2,Week 1,5715,8175,7845,1954,5614,6104,75,62
2023,2023isde2,Week 1,7112,1657,1942,1937,4320,1580,72,41
2023,2023isde2,Week 1,4416,4586,5951,3075,2231,2212,26,142
2023,2023isde2,Week 1,5635,3835,5928,2679,1954,7039,56,66
2023,2023isde2,Week 1,3339,4744,3316,5987,9303,4590,98,84
2023,2023flwp,Week 1,4065,348,7833,1744,7500,8581,57,24
2023,2023flwp,Week 1,3627,744,4206,7652,1523,79,20,39
2023,2023flwp,Week 1,8104,2641,3653,5472,8791,180,30,85
2023,2023flwp,Week 1,3932,3173,6686,4592,8817,9040,87,54
2023,2023flwp,Week 1,179,108,5410,59,11,2152,119,50
2023,2023flwp,Week 1,7403,7500,695,2383,5557,7652,105,62
2023,2023flwp,Week 1,8791,9040,8581,3173,3653,1744,30,56
2023,2023flwp,Week 1,4592,6686,2641,5410,2152,3627,30,14
2023,2023flwp,Week 1,7833,11,3932,5557,59,1523,81,25
2023,2023flwp,Week 1,108,79,744,8104,5472,4206,30,87
2023,2023flwp,Week 1,8817,180,2383,695,4065,179,60,136
2023,2023flwp,Week 1,4592,1744,348,7403,6686,7833,29,46
2023,2023flwp,Week 1,3627,5472,3173,744,8581,3932,75,29
2023,2023flwp,Week 1,180,1523,695,8817,5410,3653,113,50
2023,2023flwp,Week 1,8104,108,5557,7500,9040,2383,67,66
2023,2023flwp,Week 1,348,2641,7652,79,179,59,49,78
2023,2023flwp,Week 1,11,4206,8791,2152,7403,4065,74,87
2023,2023flwp,Week 1,1744,5557,6686,108,5472,1523,29,85
2023,2023flwp,Week 1,3173,8581,4592,5410,7500,180,73,95
2023,2023flwp,Week 1,9040,744,179,2641,2383,4206,57,69
2023,2023flwp,Week 1,79,3932,8104,348,7403,8817,58,56
2023,2023flwp,Week 1,11,4065,7652,7833,3627,3653,100,25
2023,2023flwp,Week 1,1744,59,8791,2152,695,4206,26,114
2023,2023flwp,Week 1,5472,8817,744,180,4592,7403,87,106
2023,2023flwp,Week 1,5557,179,2641,4065,8104,3173,89,64
2023,2023flwp,Week 1,7500,79,3627,59,108,3653,26,42
2023,2023flwp,Week 1,8581,2152,1523,9040,695,7833,47,75
2023,2023flwp,Week 1,2383,6686,5410,348,8791,3932,41,26
2023,2023flwp,Week 1,11,8817,2641,7652,1744,744,96,13
2023,2023flwp,Week 1,3653,180,8581,4206,7403,5557,66,75
2023,2023flwp,Week 1,4065,7500,59,3173,108,2152,66,67
2023,2023flwp,Week 1,11,3627,2383,9040,5410,348,67,38
2023,2023flwp,Week 1,5472,7833,79,6686,8791,179,53,49
2023,2023flwp,Week 1,7652,8104,695,1523,3932,4592,107,66
2023,2023flwp,Week 1,180,59,348,2641,1744,9040,77,45
2023,2023flwp,Week 1,3653,2383,5472,4206,6686,108,134,65
2023,2023flwp,Week 1,8791,7833,1523,4592,79,4065,38,65
2023,2023flwp,Week 1,8581,7403,8104,744,5410,11,56,74
2023,2023flwp,Week 1,179,3173,8817,3932,7652,3627,107,36
2023,2023flwp,Week 1,7500,348,2152,695,5557,5472,35,126
2023,2023flwp,Week 1,5410,4592,7833,3653,4206,9040,18,73
2023,2023flwp,Week 1,1523,3173,7403,8104,3627,8791,161,27
2023,2023flwp,Week 1,79,11,1744,5557,3932,180,67,113
2023,2023flwp,Week 1,8581,2383,4065,179,7652,2152,93,100
2023,2023flwp,Week 1,6686,8817,7500,744,2641,59,16,55
2023,2023flwp,Week 1,695,3653,348,108,11,4592,104,77
2023,2023flwp,Week 1,7833,2152,1744,2383,3173,79,20,108
2023,2023flwp,Week 1,179,4206,7500,1523,8104,6686,121,34
2023,2023flwp,Week 1,3627,695,108,3932,2641,7403,83,53
2023,2023flwp,Week 1,5557,8791,5410,744,180,4065,35,98
2023,2023flwp,Week 1,5472,7652,9040,8817,8581,59,94,58
2023,2023flwp,Week 1,7403,3653,11,2641,1523,7500,75,65
2023,2023flwp,Week 1,2152,5557,744,348,2383,108,54,75
2023,2023flwp,Week 1,5410,3932,5472,7833,179,8104,107,97
2023,2023flwp,Week 1,6686,9040,180,8791,695,3173,61,164
2023,2023flwp,Week 1,59,4592,7652,1744,4065,3627,19,68
2023,2023flwp,Week 1,4206,8581,5410,8817,79,5557,79,87
2023,2023flwp,Week 1,695,744,2383,7500,7833,3173,104,57
2023,2023flwp,Week 1,59,3627,6686,180,8104,11,27,91
2023,2023flwp,Week 1,4065,4206,3932,8581,5472,2641,101,93
2023,2023flwp,Week 1,108,1744,7403,8791,7652,8817,72,28
2023,2023flwp,Week 1,2152,3653,4592,1523,348,179,47,99
2023,2023flwp,Week 1,9040,59,8104,79,5410,695,43,103
2023,2023flwp,Week 1,2641,180,108,7652,7833,8581,88,41
2023,2023flwp,Week 1,3932,179,1744,3653,744,7500,65,37
2023,2023flwp,Week 1,7403,9040,79,6686,4065,5472,32,121
2023,2023flwp,Week 1,2383,2152,8791,3627,4592,5557,63,35
2023,2023flwp,Week 1,4206,1523,8817,3173,348,11,82,47
2023,2023arli,Week 1,16,3284,3102,5006,3931,6586,110,49
2023,2023arli,Week 1,7525,1939,9073,5454,2393,7106,105,75
2023,2023arli,Week 1,1561,3039,3179,3937,1038,7430,93,68
2023,2023arli,Week 1,4336,5437,9067,4522,6055,5002,66,106
2023,2023arli,Week 1,7483,4265,4959,7525,1997,4766,53,108
2023,2023arli,Week 1,3937,3039,1939,3179,3931,5454,90,46
2023,2023arli,Week 1,1038,4522,5006,6586,6055,16,102,62
2023,2023arli,Week 1,5002,9067,4265,7106,1561,5437,65,39
2023,2023arli,Week 1,7430,2393,9073,3102,4336,1997,68,81
2023,2023arli,Week 1,7483,4766,3179,4959,3284,4522,76,86
2023,2023arli,Week 1,6586,5002,5437,1038,16,3039,39,121
2023,2023arli,Week 1,7106,7525,3931,3937,9073,4336,62,122
2023,2023arli,Week 1,5006,2393,7483,4265,7430,4766,38,73
2023,2023arli,Week 1,1939,1997,1561,3284,3102,9067,81,61
2023,2023arli,Week 1,6055,4959,5437,5454,4336,1038,40,102
2023,2023arli,Week 1,7106,6586,7525,4265,3179,16,69,123
2023,2023arli,Week 1,5006,7483,1997,4522,9067,2393,44,97
2023,2023arli,Week 1,3039,5002,7430,4959,3937,1561,64,78
2023,2023arli,Week 1,9073,3931,3102,4766,6055,3284,65,82
2023,2023arli,Week 1,5454,16,1997,1939,4265,4336,81,135
2023,2023arli,Week 1,7430,7106,5006,5437,3937,4522,41,115
2023,2023arli,Week 1,1561,7483,3931,9073,3179,6055,66,49
2023,2023arli,Week 1,1038,3284,6586,4959,7525,1939,63,95
2023,2023arli,Week 1,3039,5454,3102,5002,4766,2393,83,82
2023,2023arli,Week 1,9067,16,5437,3179,3937,5006,108,105
2023,2023arli,Week 1,9073,4522,1997,3931,1939,3284,60,40
2023,2023arli,Week 1,4265,3039,6055,5002,4959,3102,102,83
2023,2023arli,Week 1,2393,1561,4336,1038,4766,7106,109,88
2023,2023arli,Week 1,7483,6586,7430,9067,7525,5454,39,104
2023,2023arli,Week 1,3102,1939,3179,9073,5006,4265,117,100
2023,2023arli,Week 1,4766,1561,1038,3931,5437,4959,97,53
2023,2023arli,Week 1,7430,4522,7525,3039,6586,9067,125,105
2023,2023arli,Week 1,7106,5002,3937,2393,1997,3284,96,73
2023,2023arli,Week 1,16,4336,6055,7483,5454,9073,110,52
2023,2023arli,Week 1,4766,4959,4522,7525,4265,1561,118,84
2023,2023arli,Week 1,2393,6586,3937,9067,5006,1939,121,78
2023,2023arli,Week 1,4336,7106,3284,16,7483,3039,134,81
2023,2023arli,Week 1,1997,1038,5002,3179,7430,5454,57,73
2023,2023arli,Week 1,3931,7525,6055,5437,3102,2393,93,79
2023,2023arli,Week 1,4522,1561,16,1939,7106,7483,134,68
2023,2023arli,Week 1,5006,5454,4766,5002,9073,1038,84,65
2023,2023arli,Week 1,5437,3102,4265,7430,1997,4959,65,38
2023,2023arli,Week 1,9067,3937,3931,6586,3179,4336,121,71
2023,2023arli,Week 1,3284,3039,7525,6055,5006,1038,87,54
2023,2023arli,Week 1,5454,5437,1939,3102,7430,7483,94,53
2023,2023arli,Week 1,2393,4959,3179,1561,9073,6586,80,50
2023,2023arli,Week 1,3284,4265,3937,3039,4336,4522,115,110
2023,2023arli,Week 1,6055,9067,7106,3931,16,4766,64,131
2023,2023arli,Week 1,7525,3179,5002,1997,5437,7483,78,30
2023,2023arli,Week 1,3102,3284,5454,6586,4522,4265,76,131
2023,2023arli,Week 1,4959,9067,9073,16,7106,3039,50,73
2023,2023arli,Week 1,4336,3931,7430,1561,5002,5006,86,59
2023,2023arli,Week 1,1939,6055,2393,1997,4766,3937,81,123
2023,2023arli,Week 1,3179,1038,9067,4522,3102,7106,91,123
2023,2023arli,Week 1,4336,5006,4959,3284,7483,5002,78,74
2023,2023arli,Week 1,4766,5454,6586,6055,7430,1561,82,50
2023,2023arli,Week 1,1997,9073,3039,5437,1038,7525,65,76
2023,2023arli,Week 1,3937,1939,16,4265,2393,3931,128,87
2023,2023mndu,Week 1,4511,2847,2531,5826,8516,3291,79,62
2023,2023mndu,Week 1,7797,4229,7041,8744,7893,4656,50,33
2023,2023mndu,Week 1,2823,6160,7103,8878,5143,6318,99,23
2023,2023mndu,Week 1,4011,3692,1716,6045,8836,4693,43,136
2023,2023mndu,Week 1,7068,2227,2264,5653,3276,4009,123,62
2023,2023mndu,Week 1,2177,5464,3297,3197,3122,2503,68,69
2023,2023mndu,Week 1,3267,2574,5690,93,8372,3294,70,58
2023,2023mndu,Week 1,2526,2511,5253,1714,1816,6175,65,83
2023,2023mndu,Week 1,4741,2530,2861,1732,3042,7619,81,93
2023,2023mndu,Week 1,6047,2538,5348,6217,2239,4728,50,66
2023,2023mndu,Week 1,7103,6318,7893,4656,5826,6045,37,97
2023,2023mndu,Week 1,6160,3291,7797,3692,7041,4009,45,58
2023,2023mndu,Week 1,2531,8878,2503,8836,5653,3197,42,72
2023,2023mndu,Week 1,8744,3297,93,4011,3294,2227,113,59
2023,2023mndu,Week 1,2526,7068,6175,5690,5464,2823,67,83
2023,2023mndu,Week 1,8372,2511,1732,1716,2264,3042,78,86
2023,2023mndu,Week 1,4229,2847,4693,1816,2530,5348,64,119
2023,2023mndu,Week 1,2861,5253,4511,6217,2574,6047,46,58
2023,2023mndu,Week 1,4741,7619,2177,3267,8516,2538,47,54
2023,2023mndu,Week 1,5143,3276,2239,3122,1714,4728,52,139
2023,2023mndu,Week 1,3294,3197,7893,93,3291,3692,115,95
2023,2023mndu,Week 1,4011,7041,6318,4009,2526,2503,41,83
2023,2023mndu,Week 1,2227,1732,5464,2511,6045,8878,43,101
2023,2023mndu,Week 1,5348,4656,3297,8372,1816,2531,99,47
2023,2023mndu,Week 1,7103,5826,2847,2264,2861,6175,106,62
2023,2023mndu,Week 1,6047,2823,5653,2530,1716,2538,56,53
2023,2023mndu,Week 1,3122,6217,8744,1714,6160,3267,47,62
2023,2023mndu,Week 1,5690,5253,4229,7619,4728,4511,62,83
2023,2023mndu,Week 1,2574,4693,2177,7797,4741,3276,89,79
2023,2023mndu,Week 1,3042,8836,5143,8516,2239,7068,37,95
2023,2023mndu,Week 1,4656,2526,2531,93,2503,1732,60,66
2023,2023mndu,Week 1,4009,7893,8372,2847,2861,1816,54,97
2023,2023mndu,Week 1,8878,2538,2823,2264,7041,6045,55,81
2023,2023mndu,Week 1,2530,6217,2227,6175,3294,3122,75,79
2023,2023mndu,Week 1,1716,3297,6160,4728,5253,7103,70,103
2023,2023mndu,Week 1,1714,4011,5464,2177,4511,5653,89,51
2023,2023mndu,Week 1,3291,5348,2239,7068,4741,2511,100,82
2023,2023mndu,Week 1,3197,5143,2574,4229,3042,6318,75,31
2023,2023mndu,Week 1,7619,3267,7797,5826,3276,8836,57,101
2023,2023mndu,Week 1,3692,4693,8516,5690,8744,6047,51,75
2023,2023mndu,Week 1,7893,3122,1816,2538,2503,2264,49,59
2023,2023mndu,Week 1,2530,8372,4728,6045,2526,6217,69,99
2023,2023mndu,Week 1,2531,2823,93,7041,1714,2861,95,67
2023,2023mndu,Week 1,5253,2847,3294,2177,8878,7068,69,30
2023,2023mndu,Week 1,3042,4511,4741,2227,4656,6160,85,65
2023,2023mndu,Week 1,8836,7103,3291,4229,5464,3276,65,64
2023,2023mndu,Week 1,3692,7797,2511,3297,5143,8516,57,77
2023,2023mndu,Week 1,5653,6175,3267,2239,6318,4693,72,39
2023,2023mndu,Week 1,8744,4009,3197,6047,1716,7619,104,39
2023,2023mndu,Week 1,5348,5690,5826,2574,4011,1732,128,74
2023,2023mndu,Week 1,3294,2823,6045,5253,2531,3122,70,73
2023,2023mndu,Week 1,2503,1816,7041,7068,4511,2530,56,95
2023,2023mndu,Week 1,2264,4229,8836,6160,2177,93,95,67
2023,2023mndu,Week 1,2227,8516,7893,8372,7103,2526,41,44
2023,2023mndu,Week 1,2847,2239,1714,6318,7797,3297,102,73
2023,2023mndu,Week 1,4728,3267,8744,4009,2861,2511,91,59
2023,2023mndu,Week 1,3197,5826,8878,4693,5348,3276,82,108
2023,2023mndu,Week 1,3291,3042,6047,7619,6175,4011,47,85
2023,2023mndu,Week 1,6217,1716,5653,4741,5690,5143,51,65
2023,2023mndu,Week 1,1732,2538,4656,5464,3692,2574,55,90
2023,2023mndu,Week 1,2503,4229,8516,2823,2227,5253,27,111
2023,2023mndu,Week 1,4511,2264,3294,2239,7797,2526,88,23
2023,2023mndu,Week 1,2861,6318,8744,8836,2530,2177,56,72
2023,2023mndu,Week 1,4693,4009,3122,7103,93,1714,37,115
2023,2023mndu,Week 1,7893,6047,3267,3042,2531,5348,38,96
2023,2023mndu,Week 1,7041,4741,1716,6175,3297,5826,60,96
2023,2023mndu,Week 1,6160,8372,5690,2538,3197,5464,79,86
2023,2023mndu,Week 1,1732,6045,1816,3291,5653,5143,102,61
2023,2023mndu,Week 1,2574,7068,7619,4728,8878,3692,102,74
2023,2023mndu,Week 1,2511,6217,4656,3276,4011,2847,66,110
2023,2023mndu,Week 1,2503,4693,1714,2861,3294,4229,70,32
2023,2023mndu,Week 1,5348,2227,2526,5253,8836,7797,89,46
2023,2023mndu,Week 1,8516,6047,4741,6318,3122,2264,71,101
2023,2023mndu,Week 1,1716,4009,5690,2531,2177,2239,78,58
2023,2023mndu,Week 1,5464,93,5826,1816,8744,3042,60,76
2023,2023mndu,Week 1,2538,6045,7068,3297,3267,4511,89,52
2023,2023mndu,Week 1,5653,7619,3692,7041,7103,6217,93,100
2023,2023mndu,Week 1,5143,2511,4011,7893,2574,2530,65,92
2023,2023mndu,Week 1,6175,4728,3291,8878,4656,8372,78,38
2023,2023mndu,Week 1,3276,6160,3197,2823,1732,2847,80,107
2023,2023mndu,Week 1,3294,1714,4009,8516,5348,8836,90,76
2023,2023mndu,Week 1,2239,2264,4741,5464,8744,5253,108,43
2023,2023mndu,Week 1,3122,93,2861,7797,7068,1716,98,54
2023,2023mndu,Week 1,5826,5653,3042,2526,3692,4229,78,58
2023,2023mndu,Week 1,6318,7619,2538,2511,2531,2227,43,66
2023,2023mndu,Week 1,5143,2177,8372,4656,6047,7041,48,47
2023,2023mndu,Week 1,3276,3291,8878,3297,5690,2530,58,76
